literature_id,reaction_id,inhibitor_name,parameter_type,value,unit,error_margin,thermodynamics
PMID33187806,reaction_1_LmDHFR,Compound 56,ic50,0.13,µM,± 0.04,
PMID33187806,reaction_1_LmDHFR,Compound 57,ic50,0.18,µM,± 0.03,
PMID33187806,reaction_1_LmDHFR,Compound 58,ic50,0.14,µM,± 0.01,
PMID33187806,reaction_1_LmDHFR,Compound 59,ic50,0.1,µM,± 0.01,
PMID33187806,reaction_1_LmDHFR,Methotrexate,ic50,0.005,µM,,
PMID33187806,reaction_1_LmDHFR,Trimethoprim (TMP),ic50,20.5,µM,,
PMID33187806,reaction_2_hDHFR,Compound 26,ic50,0.84,µM,± 0.55,
PMID33187806,reaction_2_hDHFR,Compound 29,ic50,0.81,µM,± 0.03,
PMID33187806,reaction_2_hDHFR,Compound 30,ic50,0.53,µM,± 0.01,
PMID33187806,reaction_2_hDHFR,Compound 52,ic50,0.04,µM,± 0.00,
PMID33187806,reaction_2_hDHFR,Compound 54,ic50,0.09,µM,± 0.01,
PMID33187806,reaction_2_hDHFR,Compound 55,ic50,0.01,µM,± 0.00,
PMID33187806,reaction_2_hDHFR,Compound 56,ic50,10.98,µM,± 0.05,
PMID33187806,reaction_2_hDHFR,Compound 57,ic50,1.83,µM,± 0.03,
PMID33187806,reaction_2_hDHFR,Compound 58,ic50,12.26,µM,± 0.13,
PMID33187806,reaction_2_hDHFR,Compound 59,ic50,1.63,µM,± 0.11,
PMID33187806,reaction_2_hDHFR,Trimethoprim (TMP),ic50,1.03,µM,,
PMID33199626,reaction_1,Rifampicin,ic50,0.01,µM,,
PMID33199626,reaction_1,Sorangicin A,ic50,0.033,µM,,
PMID33199626,reaction_2,Rifampicin,ic50,124.0,µM,,
PMID33199626,reaction_2,Sorangicin A,ic50,1.0,µM,,
PMID33199626,reaction_3,Rifampicin,ic50,0.005,µM,,
PMID33199626,reaction_3,Sorangicin A,ic50,0.008,µM,,
PMID33199626,reaction_4,Rifampicin,ic50,370.0,µM,,
PMID33199626,reaction_4,Sorangicin A,ic50,1.5,µM,,
PMID33215746,reaction_1,"6-hydroxy-2-methylthiazolo[4,5-d]pyrimidine-5,7(4H,6H)-dione",ki,95.4,nM,± 6.7,
PMID33215746,reaction_1,"6-hydroxy-2-methylthiazolo[4,5-d]pyrimidine-5,7(4H,6H)-dione",kon,1380.0,M-1s-1,± 55,
PMID33215746,reaction_1,"6-hydroxy-2-methylthiazolo[4,5-d]pyrimidine-5,7(4H,6H)-dione",koff,0.000131,s-1,± 0.053e-4,
PMID33215746,reaction_1,"cyclopropane-1,1-dicarboxylate",kd,1.7,µM,± 0.6,
PMID33240775,reaction_1,Curcumol,kd,0.58,µM,,
PMID33248851,reaction_1,Compound 11a,ki,5.51,nM,± 0.93,
PMID33248851,reaction_1,Compound 11b,ki,2969.71,nM,± 148.85,
PMID33248851,reaction_1,Compound 11c,ki,52.36,nM,± 7.17,
PMID33248851,reaction_1,Compound 11d,ki,108.35,nM,± 5.00,
PMID33248851,reaction_1,Compound 11e,ki,387.66,nM,± 19.44,
PMID33248851,reaction_1,Compound 11f,ki,17.83,nM,± 2.37,
PMID33248851,reaction_1,Compound 11g,ki,31.62,nM,± 2.60,
PMID33248851,reaction_1,Compound 11h,ki,1260.73,nM,± 92.11,
PMID33248851,reaction_1,Compound 11i,ki,31.28,nM,± 2.37,
PMID33248851,reaction_1,Compound 11j,ki,182.35,nM,± 4.20,
PMID33248851,reaction_1,Compound 11k,ki,2.48,nM,± 0.13,
PMID33248851,reaction_1,Compound 15,ki,30.94,nM,± 4.95,
PMID33248851,reaction_1,Leucyl-sulfamate adenosine (LeuSA),ki,0.14,nM,± 0.10,
PMID33269912,reaction_1,8,kd,300.0,µM,± 50,
PMID33269912,reaction_1,8,ic50,,µM,,
PMID33269912,reaction_1,11,kd,11.0,µM,± 1,
PMID33269912,reaction_1,11,ic50,258.0,µM,± 23,
PMID33269912,reaction_1,KM-5-29,kd,6.0,µM,± 0.5,
PMID33269912,reaction_1,KM-5-29,ic50,,µM,,
PMID33269912,reaction_1,JAG-5-7,kd,7.0,µM,± 2,
PMID33269912,reaction_1,JAG-5-7,ic50,128.0,µM,± 26,
PMID33269912,reaction_1,KM-5-25,kd,4.0,µM,± 0.6,
PMID33269912,reaction_1,KM-5-25,ic50,69.0,µM,± 7,
PMID33269912,reaction_1,KM-5-30,kd,6.0,µM,± 1,
PMID33269912,reaction_1,KM-5-30,ic50,156.0,µM,± 30,
PMID33269912,reaction_1,BN-XIV-53,kd,21.0,µM,± 3,
PMID33269912,reaction_1,BN-XIV-53,ic50,,µM,,
PMID33269912,reaction_1,KM-5-50,kd,11.0,µM,± 2,
PMID33269912,reaction_1,KM-5-50,ic50,82.0,µM,± 16,
PMID33269912,reaction_1,KM-5-28,kd,1.4,µM,± 0.2,
PMID33269912,reaction_1,KM-5-28,ic50,96.0,µM,± 1,
PMID33269912,reaction_1,JAG-5-6,kd,0.43,µM,± 0.07,
PMID33269912,reaction_1,JAG-5-6,ic50,54.0,µM,± 9,
PMID33269912,reaction_1,KM-5-54,kd,0.22,µM,± 0.04,
PMID33269912,reaction_1,KM-5-54,ic50,,µM,,
PMID33269912,reaction_1,16,kd,1.5,µM,± 0.25,
PMID33269912,reaction_1,16,ic50,121.0,µM,± 4,
PMID33269912,reaction_1,KM-5-57,kd,2.5,µM,± 0.4,
PMID33269912,reaction_1,KM-5-57,ic50,,µM,,
PMID33269912,reaction_1,KM-5-66,kd,0.35,µM,± 0.05,
PMID33269912,reaction_1,KM-5-66,ic50,42.0,µM,± 6,
PMID33359168,reaction_1_mKMO,Compound 2,ic50,101.0,nM,,
PMID33359168,reaction_1_mKMO,Compound 3,ic50,402.0,nM,,
PMID33359168,reaction_1_mKMO,Compound 4,ic50,31.7,nM,,
PMID33359168,reaction_1_mKMO,Compound 5,ic50,118.0,nM,,
PMID33359168,reaction_1_mKMO,Compound 8,ic50,546.0,nM,,
PMID33359168,reaction_1_mKMO,Compound 9,ic50,82.5,nM,,
PMID33359168,reaction_1_mKMO,Compound 10,ic50,4.5,nM,,
PMID33359168,reaction_1_mKMO,Compound 11,ic50,1.7,nM,,
PMID33359168,reaction_1_mKMO,Compound 12,ic50,2.4,nM,,
PMID33359168,reaction_1_mKMO,Compound 13,ic50,3.9,nM,,
PMID33359168,reaction_1_mKMO,Compound 15,ic50,29.1,nM,,
PMID33359168,reaction_1_mKMO,Compound 16,ic50,16.9,nM,,
PMID33359168,reaction_1_mKMO,Compound 17,ic50,8.7,nM,,
PMID33359168,reaction_1_mKMO,Compound 18,ic50,47.2,nM,,
PMID33359168,reaction_1_mKMO,Compound 19,ic50,36.5,nM,,
PMID33359168,reaction_1_mKMO,Compound 20,ic50,29.2,nM,,
PMID33359168,reaction_1_mKMO,Compound 21,ic50,3.3,nM,,
PMID33359168,reaction_1_mKMO,CHDI-340246,ic50,8.7,nM,,
PMID33359168,reaction_1_mKMO,Ro-61-8048,ic50,33.8,nM,,
PMID33359168,reaction_2_hKMO,Compound 11,ic50,4.1,nM,,
PMID33359168,reaction_2_hKMO,Compound 12,ic50,1.7,nM,,
PMID33359168,reaction_2_hKMO,Compound 16,ic50,2.0,nM,,
PMID33359168,reaction_2_hKMO,Compound 21,ic50,1.9,nM,,
PMID33359168,reaction_2_hKMO,CHDI-340246,ic50,4.2,nM,,
PMID33359168,reaction_2_hKMO,Ro-61-8048,ic50,78.1,nM,,
PMID33359609,reaction_1,Sodium metabisulfite,ki,0.2,mM,± 0.0,
PMID33359609,reaction_1,Sodium metabisulfite,ic50,0.5,mM,± 0.0,
PMID33359609,reaction_1,Ascorbic acid,ki,0.2,mM,± 0.0,
PMID33359609,reaction_1,Ascorbic acid,ic50,0.5,mM,± 0.0,
PMID33359609,reaction_1,Benzoic acid,ki,0.8,mM,± 0.0,
PMID33359609,reaction_1,Benzoic acid,ic50,0.9,mM,± 0.2,
PMID33359609,reaction_1,L-Cysteine,ki,0.7,mM,± 0.1,
PMID33359609,reaction_1,L-Cysteine,ic50,0.8,mM,± 0.1,
PMID33359609,reaction_1,β-mercaptoethanol,ki,1.2,mM,± 0.1,
PMID33359609,reaction_1,β-mercaptoethanol,ic50,1.9,mM,± 0.1,
PMID33359609,reaction_1,Thiourea,ki,1.1,mM,± 0.2,
PMID33359609,reaction_1,Thiourea,ic50,1.9,mM,± 0.0,
PMID33359609,reaction_1,Glutathione,ki,1.4,mM,± 0.1,
PMID33359609,reaction_1,Glutathione,ic50,2.7,mM,± 0.1,
PMID33359609,reaction_3,Sodium metabisulfite,ki,0.3,mM,± 0.1,
PMID33359609,reaction_3,Sodium metabisulfite,ic50,0.5,mM,± 0.1,
PMID33359609,reaction_3,Ascorbic acid,ki,0.3,mM,± 0.0,
PMID33359609,reaction_3,Ascorbic acid,ic50,0.4,mM,± 0.0,
PMID33359609,reaction_3,Benzoic acid,ki,0.7,mM,± 0.0,
PMID33359609,reaction_3,Benzoic acid,ic50,0.8,mM,± 0.1,
PMID33359609,reaction_3,L-Cysteine,ki,0.6,mM,± 0.0,
PMID33359609,reaction_3,L-Cysteine,ic50,0.8,mM,± 0.1,
PMID33359609,reaction_3,β-mercaptoethanol,ki,2.2,mM,± 0.2,
PMID33359609,reaction_3,β-mercaptoethanol,ic50,2.7,mM,± 0.1,
PMID33359609,reaction_3,Thiourea,ki,1.6,mM,± 0.2,
PMID33359609,reaction_3,Thiourea,ic50,2.1,mM,± 0.1,
PMID33359609,reaction_3,Glutathione,ki,2.1,mM,± 0.1,
PMID33359609,reaction_3,Glutathione,ic50,2.9,mM,± 0.2,
PMID33359609,reaction_4,Sodium metabisulfite,ki,0.2,mM,± 0.0,
PMID33359609,reaction_4,Sodium metabisulfite,ic50,0.5,mM,± 0.0,
PMID33359609,reaction_4,Ascorbic acid,ki,0.2,mM,± 0.1,
PMID33359609,reaction_4,Ascorbic acid,ic50,0.3,mM,± 0.0,
PMID33359609,reaction_4,Benzoic acid,ki,0.7,mM,± 0.0,
PMID33359609,reaction_4,Benzoic acid,ic50,0.8,mM,± 0.0,
PMID33359609,reaction_4,L-Cysteine,ic50,3.9,mM,± 0.1,
PMID33359609,reaction_4,β-mercaptoethanol,ki,3.2,mM,± 0.1,
PMID33359609,reaction_4,β-mercaptoethanol,ic50,2.7,mM,± 0.1,
PMID33359609,reaction_4,Thiourea,ki,2.6,mM,± 0.2,
PMID33359609,reaction_4,Thiourea,ic50,2.2,mM,± 0.1,
PMID33359609,reaction_4,Glutathione,ki,1.8,mM,± 0.3,
PMID33359609,reaction_4,Glutathione,ic50,2.2,mM,± 0.1,
PMID33387577,reaction_1_human,Posaconazole,ic50,0.512,µM,± 0.079,
PMID33387577,reaction_1_human,Itraconazole,ic50,0.121,µM,± 0.030,
PMID33387577,reaction_1_human,Hydroxyitraconazole,ic50,0.187,µM,± 0.056,
PMID33387577,reaction_2_rat,Posaconazole,ic50,0.835,µM,± 0.142,
PMID33387577,reaction_2_rat,Itraconazole,ic50,0.729,µM,± 0.592,
PMID33387577,reaction_2_rat,Hydroxyitraconazole,ic50,1.13,µM,± 0.96,
PMID33387577,reaction_3_mouse,Posaconazole,ic50,8.21,µM,± 0.56,
PMID33387577,reaction_3_mouse,Itraconazole,ic50,,µM,,
PMID33387577,reaction_3_mouse,Hydroxyitraconazole,ic50,11.9,µM,± 2.5,
PMID33387577,reaction_4_zebrafish,Posaconazole,ic50,10.1,µM,± 0.5,
PMID33387577,reaction_4_zebrafish,Itraconazole,ic50,9.8,µM,± 1.96,
PMID33387577,reaction_4_zebrafish,Hydroxyitraconazole,ic50,7.48,µM,± 1.68,
PMID33436639,reaction_1,BRD1389,ki,6,nM,± 2,
PMID33436639,reaction_1,BRD1389,ic50,12,nM,± 0.8,
PMID33436639,reaction_1,BRD1389,kd,4,nM,,
PMID33438819,reaction_1,Brimonidine,ki,48.46,µM,± 0.66,
PMID33438819,reaction_1,Brimonidine,ic50,29.93,µM,± 3.56,
PMID33438819,reaction_2,Brimonidine,ki,66.06,µM,± 0.78,
PMID33438819,reaction_2,Brimonidine,ic50,109.1,µM,± 3.91,
PMID33438819,reaction_2,Proparacaine,ki,811.5,µM,± 11.13,
PMID33438819,reaction_2,Proparacaine,ic50,601.6,µM,± 24.81,
PMID33438819,reaction_3,Brimonidine,ki,144.1,µM,± 2.01,
PMID33438819,reaction_3,Brimonidine,ic50,70.62,µM,± 0.46,
PMID33438819,reaction_3,Proparacaine,ki,1654.0,µM,± 26.29,
PMID33438819,reaction_3,Proparacaine,ic50,686.9,µM,± 5.51,
PMID33454058,reaction_1,"1,2,3,4,6-pentagalloylglucose",ic50,3.66,µM,± 0.02,
PMID33454058,reaction_1,(-)-epigallocatechin-3-gallate,ic50,4.24,µM,± 0.16,
PMID33454058,reaction_2,"1,2,3,4,6-pentagalloylglucose",ic50,6.89,µM,± 0.15,
PMID33454058,reaction_2,(-)-epigallocatechin-3-gallate,ic50,24.98,µM,± 4.03,
PMID33469028,reaction_1,Dutasteride,ic50,1.59,µM,± 0.19,
PMID33522611,reaction_1,Ascorbic acid,ic50,0.0086,mM,,
PMID33522611,reaction_1,Ascorbic acid,ki,0.0021,mM,± 0.0003,
PMID33522611,reaction_1,Sodium metabisulfite,ic50,0.286,mM,,
PMID33522611,reaction_1,Sodium metabisulfite,ki,0.525,mM,± 0.0075,
PMID33522611,reaction_1,Citric acid,ic50,27.3,mM,,
PMID33522611,reaction_1,Citric acid,ki,27.573,mM,± 0.2987,
PMID33522611,reaction_1,Benzoic acid,ic50,7.75,mM,,
PMID33522611,reaction_1,Benzoic acid,ki,0.847,mM,± 0.0266,
PMID33531496,reaction_1,Compound 1 (GRL0617): 5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,ic50,2.3,µM,,
PMID33531496,reaction_1,Compound 2: 5-carbamylurea-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,ic50,5.1,µM,,
PMID33531496,reaction_1,Compound 3: 5-acrylamide-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,ic50,6.4,µM,,
PMID33531496,reaction_1,Compound 5: 5-(butylcarbamoylamino)-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,ic50,32.8,µM,,
PMID33556357,reaction_1,NADP+,ki,18.8,µM,± 1.9,
PMID33556357,reaction_1,2'-AMP,ki,77.4,µM,± 17.0,
PMID33556357,reaction_1,"2',5'-ADP",ki,3.88,µM,± 0.53,
PMID33556357,reaction_2,NAD+,ki,14200.0,µM,± 4700,
PMID33610817,reaction_1,Euphorbia regis-jubae hydroethanolic extract,ic50,96.45,μg/mL,,
PMID33610817,reaction_1,Euphorbia regis-jubae aqueous extract,ic50,140.0,μg/mL,,
PMID33610817,reaction_1,Quercetin,ic50,5.35,μg/mL,,
PMID33668802,reaction_1,NADH,ki,0.03,mM,± 0.005,
PMID33668802,reaction_1,AMP,ki,1.6,mM,± 0.1,
PMID33668802,reaction_1,"adenosine 5′-O-[S-(4-hydroxy-2,3-dioxobutyl)]-thiophosphate",kd,0.66,mM,± 0.15,
PMID33689977,reaction_1,"(E)-3-(4-((3r, 5r, 7r)-adamantan-1-yl) phenoxy)-N-(5-(piperidine-1-carbonyl)-1, 4-dihydroindeno [1, 2-c] pyrazol-3-yl) acrylamide",ic50,59,nM,,
PMID33689977,reaction_1,"2-(4-((3r, 5r, 7r)-adamantan-1-yl)-3-hydroxy phenoxy)-N-(5-(piperidine-1-carbonyl)-1, 4-dihydroindeno [1, 2-c] pyrazol-3-yl) acetamide",ic50,76,nM,,
PMID33689977,reaction_1,"2-(4-((3r, 5r, 7r)-adamantan-1-yl phenoxy)-N-(5-(piperidine-1-carbonyl)-1, 4-dihydroindeno [1, 2-c] pyrazol-3-yl) acetamide",ic50,88,nM,,
PMID33689977,reaction_1,"5-((3r, 5r, 7r)-adamantan-1-yl)-N-(5-(piperidine-1-carbonyl)-1, 4-dihydroindeno [1, 2-c] pyrazol-3-yl) furan-2-carboxamide",ic50,92,nM,,
PMID33689977,reaction_1,"3-(2-(4-((3r, 5r, 7r)-adamantan-1-yl) phenoxy acetamido)-1, 4-dihydroindeno [1, 2-c] pyrazole-5-carboxylic acid",ic50,101,nM,,
PMID33689977,reaction_1,"3-(5-((3r, 5r, 7r)-adamantan-1-yl) furan-2-carboxamido)-1, 4-dihydroindeno [1, 2-c] pyrazole-5-carboxylic acid",ic50,109,nM,,
PMID33725631,reaction_1,ZCL539,ic50,174.0,µM,,
PMID33725631,reaction_1,Compound 3,ic50,106.8,µM,,
PMID33725631,reaction_1,Compound 15,ic50,96.0,µM,,
PMID33725631,reaction_1,Compound 16,ic50,31.2,µM,,
PMID33725631,reaction_1,Compound 17,ic50,115.5,µM,,
PMID33725631,reaction_1,Compound 18,ic50,42.8,µM,,
PMID33725631,reaction_1,Compound 19,ic50,32.7,µM,,
PMID33725631,reaction_1,Compound 20,ic50,1000.0,µM,,
PMID33725631,reaction_1,Compound 21,ic50,39.1,µM,,
PMID33725631,reaction_1,Compound 22,ic50,59.7,µM,,
PMID33725631,reaction_1,Compound 64,ic50,9.4,µM,,
PMID33725631,reaction_1,Compound 65,ic50,6.4,µM,,
PMID33725631,reaction_1,Compound 66,ic50,4.9,µM,,
PMID33725631,reaction_1,Compound 67,ic50,5.2,µM,,
PMID33725631,reaction_1,Compound 68,ic50,14.7,µM,,
PMID33725631,reaction_1,Compound 69,ic50,8.6,µM,,
PMID33725631,reaction_1,Compound 70,ic50,11.5,µM,,
PMID33725631,reaction_1,Compound 71,ic50,14.0,µM,,
PMID33725631,reaction_1,Compound 72,ic50,9.5,µM,,
PMID33725631,reaction_1,Compound 73,ic50,14.3,µM,,
PMID33725631,reaction_1,Compound 74,ic50,0.24,µM,,
PMID33725631,reaction_1,Compound 75,ic50,2.4,µM,,
PMID33725631,reaction_1,Compound 76,ic50,0.66,µM,,
PMID33725631,reaction_1,Compound 77,ic50,1.48,µM,,
PMID33725631,reaction_1,Compound 78,ic50,1.3,µM,,
PMID33725631,reaction_1,Compound 79,ic50,8.6,µM,,
PMID33725631,reaction_1,Compound 80,ic50,3.7,µM,,
PMID33725631,reaction_1,Compound 81,ic50,6.2,µM,,
PMID33725631,reaction_1,Compound 82,ic50,4.0,µM,,
PMID33725631,reaction_1,Compound 83,ic50,3.6,µM,,
PMID33725631,reaction_1,Compound 84,ic50,5.8,µM,,
PMID33725631,reaction_1,Compound 85,ic50,3.6,µM,,
PMID33725631,reaction_1,Compound 86,ic50,1.8,µM,,
PMID33725631,reaction_1,Compound 87,ic50,0.3,µM,,
PMID33725631,reaction_1,Compound 88,ic50,0.5,µM,,
PMID33725631,reaction_1,Compound 89,ic50,3.9,µM,,
PMID33725631,reaction_1,Compound 90,ic50,0.8,µM,,
PMID33725631,reaction_1,Compound 91,ic50,0.25,µM,,
PMID33787231,reaction_1,1a1,ki,3.8,nM,,
PMID33787231,reaction_1,2a,ki,11.0,nM,,
PMID33787231,reaction_1,2b,ki,28.6,nM,,
PMID33787231,reaction_1,2c,ki,11.0,nM,,
PMID33787231,reaction_1,2d,ki,17.4,nM,,
PMID33787231,reaction_1,2e,ki,15.5,nM,,
PMID33787231,reaction_1,2f,ki,8.6,nM,,
PMID33787231,reaction_1,2g,ki,37.8,nM,,
PMID33787231,reaction_1,2h,ki,15.7,nM,,
PMID33787231,reaction_1,2i,ki,27.1,nM,,
PMID33787231,reaction_1,2j,ki,4.4,nM,,
PMID33787231,reaction_1,2l,ki,3.6,nM,,
PMID33787231,reaction_1,2m,ki,3.0,nM,,
PMID33787231,reaction_1,2n,ki,66.8,nM,,
PMID33787231,reaction_1,2o,ki,47.8,nM,,
PMID33787231,reaction_1,2p,ki,15.3,nM,,
PMID33787231,reaction_1,2q,ki,67.0,nM,,
PMID33787231,reaction_1,3a,ki,46.9,nM,,
PMID33787231,reaction_1,3b,ki,5.1,nM,,
PMID33787231,reaction_1,3c,ki,6.3,nM,,
PMID33787231,reaction_1,3d,ki,17.4,nM,,
PMID33787231,reaction_1,3e,ki,41.2,nM,,
PMID33787231,reaction_1,4a,ki,38.1,nM,,
PMID33787231,reaction_1,4b,ki,6.4,nM,,
PMID33787231,reaction_1,4c,ki,10.7,nM,,
PMID33787231,reaction_1,4d,ki,11.7,nM,,
PMID33787231,reaction_1,4e,ki,18.9,nM,,
PMID33787231,reaction_1,5a,ki,26.9,nM,,
PMID33787231,reaction_1,5b,ki,10.3,nM,,
PMID33787231,reaction_1,5c,ki,13.5,nM,,
PMID33787231,reaction_1,5d,ki,22.4,nM,,
PMID33787231,reaction_1,5e,ki,23.4,nM,,
PMID33787231,reaction_1,saflufenacil,ki,10.0,nM,,
PMID33787231,reaction_1,6a,ki,14.5,nM,,
PMID33787231,reaction_1,6b,ki,22.6,nM,,
PMID33787231,reaction_1,6c,ki,2.3,nM,,
PMID33787231,reaction_1,6d,ki,1.2,nM,,
PMID33787231,reaction_1,6e,ki,5.6,nM,,
PMID33787231,reaction_1,6f,ki,16.7,nM,,
PMID33787231,reaction_1,6g,ki,2.6,nM,,
PMID33787231,reaction_1,6h,ki,8.5,nM,,
PMID33787231,reaction_1,6i,ki,20.0,nM,,
PMID33804376,reaction_1,Kojic acid,ic50,21.5,µg/mL,,
PMID33804376,reaction_1,Undecanoic acid,ic50,16.5,µg/mL,,
PMID33804376,reaction_2,Kojic acid,ic50,15.1,µg/mL,,
PMID33804376,reaction_2,Undecanoic acid,ic50,16.5,µg/mL,,
PMID33811992,reaction_1,Compound 1,ic50,190.0,nM,,
PMID33811992,reaction_1,Compound 2,ic50,40.0,nM,,
PMID33811992,reaction_1,Compound 3,ic50,80.0,nM,,
PMID33811992,reaction_1,Compound 4,ic50,53.0,nM,,
PMID33811992,reaction_1,Compound 5,ic50,55.0,nM,,
PMID33811992,reaction_1,Compound 6,ic50,54.0,nM,,
PMID33811992,reaction_1,Compound 7,ic50,85.0,nM,,
PMID33811992,reaction_1,Compound 8,ic50,120.0,nM,,
PMID33811992,reaction_1,Compound 9,ic50,52.0,nM,,
PMID33811992,reaction_1,Compound 10,ic50,55.0,nM,,
PMID33811992,reaction_1,Compound 11,ic50,140.0,nM,,
PMID33811992,reaction_1,Compound 12,ic50,58.0,nM,,
PMID33811992,reaction_1,Compound 13,ic50,39.0,nM,,
PMID33811992,reaction_1,Compound 14,ic50,44.0,nM,,
PMID33811992,reaction_1,Compound 15,ic50,26.0,nM,,
PMID33811992,reaction_1,Compound 16,ic50,46.0,nM,,
PMID33811992,reaction_1,Compound 17,ic50,100.0,nM,,
PMID33811992,reaction_1,Compound 18,ic50,58.0,nM,,
PMID33811992,reaction_1,Compound 19,ic50,36.0,nM,,
PMID33811992,reaction_1,Compound 20,ic50,14.0,nM,,
PMID33811992,reaction_1,Compound 21,ic50,4.0,nM,,
PMID33811992,reaction_1,Compound 22,ic50,25.0,nM,,
PMID33811992,reaction_1,Compound 23,ic50,8.0,nM,,
PMID33811992,reaction_1,Compound 24,ic50,17.0,nM,,
PMID33811992,reaction_1,Compound 25,ic50,29.0,nM,,
PMID33811992,reaction_1,Compound 26,ic50,31.0,nM,,
PMID33811992,reaction_1,Compound 27,ic50,26.0,nM,,
PMID33811992,reaction_1,Compound 28,ic50,21.0,nM,,
PMID33811992,reaction_1,Compound 29,ic50,7.0,nM,,
PMID33811992,reaction_1,Compound 30,ic50,5.0,nM,,
PMID33811992,reaction_1,Compound 31,ic50,1.0,nM,,
PMID33811992,reaction_2,Compound 1,ic50,42100.0,nM,,
PMID33811992,reaction_2,Compound 2,ic50,4040.0,nM,,
PMID33811992,reaction_2,Compound 3,ic50,3360.0,nM,,
PMID33811992,reaction_2,Compound 4,ic50,696.0,nM,,
PMID33811992,reaction_2,Compound 5,ic50,640.0,nM,,
PMID33811992,reaction_2,Compound 6,ic50,2000.0,nM,,
PMID33811992,reaction_2,Compound 7,ic50,710.0,nM,,
PMID33811992,reaction_2,Compound 8,ic50,2300.0,nM,,
PMID33811992,reaction_2,Compound 9,ic50,1100.0,nM,,
PMID33811992,reaction_2,Compound 10,ic50,1100.0,nM,,
PMID33811992,reaction_2,Compound 11,ic50,1800.0,nM,,
PMID33811992,reaction_2,Compound 12,ic50,6700.0,nM,,
PMID33811992,reaction_2,Compound 13,ic50,1900.0,nM,,
PMID33811992,reaction_2,Compound 14,ic50,1100.0,nM,,
PMID33811992,reaction_2,Compound 15,ic50,1700.0,nM,,
PMID33811992,reaction_2,Compound 16,ic50,14000.0,nM,,
PMID33811992,reaction_2,Compound 17,ic50,21000.0,nM,,
PMID33811992,reaction_2,Compound 21,ic50,28000.0,nM,,
PMID33811992,reaction_2,Compound 30,ic50,7900.0,nM,,
PMID33811992,reaction_3,Analogs in Table 1,ic50,,nM,,
PMID33811992,reaction_3,Compound 21,ic50,37.0,nM,,
PMID33844297,reaction_1,Cyclohexanone,ki,2.24,mM,± 0.65,
PMID33844297,reaction_1,NADPH,ki,1.85,mM,± 0.20,
PMID33844297,reaction_1,Cyclohexanone,ki,9.43,mM,± 2.53,
PMID33844297,reaction_1,Cyclohexanone,ki,11.9,mM,± 0.7,
PMID33862020,reaction_1,Lumichrome,ki,3.5,µM,± 0.6,
PMID33862020,reaction_1,Lumichrome,ki,23.0,µM,± 1,
PMID33862020,reaction_1,NAD+,ki,131.0,µM,± 6,
PMID33862020,reaction_1,NAD+,ki,200.0,µM,± 10,
PMID33862020,reaction_2,Lumichrome,ki,6.0,µM,± 1,
PMID33862020,reaction_2,Lumichrome,ki,22.0,µM,± 1,
PMID33862020,reaction_2,NAD+,ki,26.0,µM,± 5,
PMID33862020,reaction_2,NAD+,ki,41.0,µM,± 9,
PMID33864621,reaction_1,YM155,ic50,2.47,μmol/L,,
PMID33864621,reaction_1,cryptotanshinone,ic50,5.63,μmol/L,,
PMID33864621,reaction_1,tanshinone I,ic50,2.21,μmol/L,,
PMID33864621,reaction_1,GRL0617,ic50,1.39,μmol/L,,
PMID33890631,reaction_1,"Trans, trans-farnesyl bromide",ki,0.44,μM,,
PMID33890631,reaction_1,"Trans, trans-farnesyl chloride",ki,2.36,μM,,
PMID33890631,reaction_1,"Trans, trans-farnesyl acetate",ki,0.02,μM,,
PMID33890631,reaction_1,"Trans, trans-farnesyl acetone",ki,4.48,μM,,
PMID33890631,reaction_1,Hexahydrofarnesylacetone,ki,0.42,μM,,
PMID33929818,reaction_1_Pf_cPRS,Compound 1 (racemate),ic50,0.01,µM,,
PMID33929818,reaction_1_Pf_cPRS,Compound 1-S,ic50,0.009,µM,,
PMID33929818,reaction_1_Pf_cPRS,Compound 1-R,ic50,4.0,µM,,
PMID33929818,reaction_1_Pf_cPRS,Compound 2,ic50,0.879,µM,,
PMID33929818,reaction_1_Pf_cPRS,Compound 4-S,ic50,0.058,µM,,
PMID33929818,reaction_2_Hs_PRS,Compound 1 (racemate),ic50,0.36,µM,,
PMID33929818,reaction_2_Hs_PRS,Compound 2,ic50,7.7,µM,,
PMID33929818,reaction_2_Hs_PRS,Compound 4-S,ic50,0.88,µM,,
PMID33950676,reaction_1,3-(3-methoxyquinoxalin-2-yl)propanoic acid (CID 1520179),ic50,3000,µM,,
PMID33950676,reaction_1,2-methylindole-3-acetic acid (CID 589107),ic50,1000,µM,,
PMID33950676,reaction_1,4-aminopiazthiole (CID 69845),ic50,500,µM,,
PMID33950676,reaction_1,indole-3-carbinol (CID 3712),ic50,284,µM,± 12,
PMID33957387,reaction_1,5a,ic50,3.57,µM,± 0.55,
PMID33957387,reaction_1,5b,ic50,2.26,µM,± 0.35,
PMID33957387,reaction_1,5c,ic50,2.2,µM,± 0.34,
PMID33957387,reaction_1,5d,ic50,0.93,µM,± 0.03,
PMID33957387,reaction_1,5d,kd,3.83,µM,,
