literature_id,reaction_id,reaction_equation,reaction_type_reversible,notes
PMID33271196,reaction_1,11-ketoandrostenedione + NAD(P)H + H+ -> 11-ketotestosterone + NAD(P)+,Not specified,Substrate (11KA4) concentration was 100 ng/mL for 24h. Only Rdh11/12-like 1 showed significant activity with this substrate. Mock control also showed low enzymatic activity.
PMID33271196,reaction_2,Androstenedione + NAD(P)H + H+ -> Testosterone + NAD(P)+,No,Substrate (A4) concentration was 100 ng/mL for TR-FIA assay and 100 nM for TLC assay. Incubation time was 24h. The reverse reaction (Testosterone to Androstenedione) was tested and found to be not significant compared to mock control.
PMID33271196,reaction_3,Estrone + NAD(P)H + H+ -> Estradiol-17β + NAD(P)+,No,Substrate (E1) concentration was 100 ng/mL for TR-FIA assay and 100 nM for TLC assay. Incubation time was 24h. The reverse reaction (Estradiol-17β to Estrone) was tested and found to be not significant compared to mock control.
PMID33271196,reaction_4,Androstenedione + NAD(P)H + H+ -> Testosterone + NAD(P)+,Not specified,Substrate (A4) concentration was 100 ng/mL for 24h. Showed significant catalytic activity compared with control.
PMID33271196,reaction_5,Estrone + NAD(P)H + H+ -> Estradiol-17β + NAD(P)+,Not specified,Substrate (E1) concentration was 100 ng/mL for 24h. Showed significant catalytic activity compared with control.
PMID33271196,reaction_6,Androstenedione + NAD(P)H + H+ -> Testosterone + NAD(P)+,Not specified,Substrate (A4) concentration was 100 ng/mL for 24h. Showed significant catalytic activity compared with control.
PMID33271196,reaction_7,Estrone + NAD(P)H + H+ -> Estradiol-17β + NAD(P)+,Not specified,Substrate (E1) concentration was 100 ng/mL for 24h. Showed significant catalytic activity compared with control.
PMID33275878,reaction_1,L-kynurenine + NADPH + H+ + O2 → 3-hydroxykynurenine + NADP+ + H2O,Not specified,"This paper is a review article. The extracted reaction is the central topic, but the experimental data is cited from other literature. The text describes KMO from various organisms (human, mouse, Drosophila, yeast), but the most specific structural data provided (PDB: 6FP1) is for Pseudomonas fluorescens KMO. Several inhibitors are mentioned by name and their effects are described qualitatively or in vivo, but specific kinetic constants (e.g., Ki, IC50) are not provided in this text."
PMID33275878,reaction_2,NADPH + H+ + O2 → NADP+ + H2O2,Not specified,"This uncoupled reaction is catalyzed by KMO in the presence of substrate analogue effectors like m-nitrobenzoylalanine (m-NBA), 3,4-dichlorobenzoylalanine, and UPF-648. Binding of these compounds stimulates flavin reduction by NADPH, leading to the production of cytotoxic hydrogen peroxide instead of substrate hydroxylation."
PMID33283454,reaction_1_in_vivo_PS_synthesis,CDP-diacylglycerol + L-serine -> phosphatidylserine + CMP,Not specified,"Activity of E. coli PssA was assessed by its ability to complement the loss of the native yeast PS synthase, Cho1. Activity was dependent on the subcellular localization of the PssA fusion protein, indicating differences in substrate (CDP-DAG) availability."
PMID33283454,reaction_2_in_vitro_PS_synthesis,NBD-CDP-diacylglycerol + L-serine -> NBD-phosphatidylserine + CMP,Not specified,"This assay demonstrated that both Dld1N-PssA and Bcs1N-PssA are catalytically active. The failure of Dld1N-PssA to function in vivo is attributed to the lack of its substrate, CDP-DAG, on the outer leaflet of the mitochondrial inner membrane."
PMID33283454,reaction_3_in_vivo_PS_decarboxylation,phosphatidylserine -> phosphatidylethanolamine + CO2,Not specified,"This reaction was used as a reporter to confirm that phosphatidylserine, synthesized ectopically by various PssA fusion proteins (in peroxisomes, lipid droplets, or the mitochondrial matrix), was successfully transported to the mitochondrial inner membrane where Psd1 is active."
PMID33283454,reaction_4_in_vivo_PE_methylation,phosphatidylethanolamine + 3 S-adenosyl-L-methionine -> phosphatidylcholine + 3 S-adenosyl-L-homocysteine,Not specified,"This reaction was used as a downstream reporter to confirm the entire pathway: PS synthesis by PssA, transport to mitochondria, conversion to PE by Psd1, and transport of PE back to the ER for PC synthesis."
PMID33289180,reaction_1,H2O2 + Cl- + H+ -> HOCl + H2O,Not specified,"The study experimentally confirmed MPO activity in wild-type mouse Bone Marrow Macrophages (BMMs) and its absence in Mpo-knockout BMMs. The enzyme's activity, which consumes H2O2, was shown to suppress osteoclast differentiation by modulating intracellular ROS levels. The inhibitor NaNO2 was used to demonstrate that inhibiting MPO activity phenocopies MPO deficiency in promoting osteoclast formation."
PMID33289384,reaction_1,β-carotene -> Astaxanthin,Not specified,"This study describes the engineering of E. coli for whole-cell production of astaxanthin. The starting strain CAR026 endogenously produces the substrate β-carotene. The conversion is a multi-step pathway catalyzed by the co-expression of β-carotene ketolase (CrtW*) and β-carotene hydroxylase (CrtZ). Production was optimized by balancing gene expression, increasing copy numbers of upstream (crtY) and pathway (crtZ) genes, and modulating host chaperone (groES-groEL) expression. The reaction produces a mixture of carotenoids, including astaxanthin, canthaxanthin, adonirubin, and echinenone, with engineering efforts focused on increasing the proportion of astaxanthin."
PMID33292445,reaction_1,Cellulose + Ascorbic acid (reduced) + O2 -> C1-oxidized cello-oligosaccharides + Dehydroascorbic acid + H2O,No,"A thermostable LPMO with an apparent melting temperature (Tm(app)) of 83°C, the highest reported for an LPMO at the time of publication. The enzyme is active up to 80°C. It shows strong synergy with the commercial cellulase cocktail Celluclast®, increasing total glucan conversion from Avicel from ~50% to ~68% at 48h (50°C, pH 6.0). It also shows minor synergy with metagenome-derived cellobiohydrolases mgCel6B and mgCel48A."
PMID33292445,reaction_2,Cellulose + Ascorbic acid (reduced) + O2 -> C1-oxidized cello-oligosaccharides + Dehydroascorbic acid + H2O,No,Used as a mesophilic homologue for comparison with mgLPMO10. Showed clear signs of inactivation at 70°C and no activity at 80°C. The reported apparent melting temperature (Tm(app)) is 64.1°C.
PMID33292445,reaction_3,Cellulose (Avicel) + H2O -> Cellobiose,No,"A putative cellobiohydrolase from the GH6 family, presumed to act from the non-reducing end. Product profile on Avicel shows cellobiose as the dominant product, indicative of processive action. Used in synergy studies with mgLPMO10."
PMID33292445,reaction_4,Cellulose (Avicel) + H2O -> Cellobiose,No,"A putative cellobiohydrolase from the GH48 family, presumed to act from the reducing end. Product profile on Avicel shows cellobiose as the dominant product, indicative of processive action. Used in synergy studies with mgLPMO10. The gene was co-expressed with mgLPMO10 in the original thermophilic community."
PMID33292448,reaction_1,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,"This enzyme showed the highest activity among 11 tested Bdhs. Its superiority is attributed to unique structural features including a tetrameric active site, a shorter α6 helix, and an extensive hydrogen-bond network. It can utilize both (3R)- and (3S)-acetoin."
PMID33292448,reaction_2,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Used as a lower-activity control enzyme for comparison with SmBdh and for mutagenesis studies to investigate the role of the α6 helix length.
PMID33292448,reaction_3,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Used as a control enzyme and showed low activity in Z. mobilis crude extracts.
PMID33292448,reaction_4,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Used as a control enzyme in a screening study.
PMID33292448,reaction_5,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33292448,reaction_6,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33292448,reaction_7,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33292448,reaction_8,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33292448,reaction_9,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33292448,reaction_10,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33292448,reaction_11,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study. Showed the second highest activity after SmBdh.
PMID33292448,reaction_12,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33292448,reaction_13,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33292448,reaction_14,"Acetoin + NADH + H+ <=> 2,3-butanediol + NAD+",Yes,Screened for activity in Z. mobilis as part of a phylogenetic study.
PMID33295983,reaction_1,Benzaldehyde + H2O + MTT -> Benzoic acid + Formazan,Not specified,"Kinetic parameters were determined using fresh extracts of frozen pheromone gland (PG) tissue. The enzyme source for all activity assays was crude extract from the PG of female silkworm moths, as recombinant expression in E. coli yielded inactive protein. The assay measures the formation of formazan from MTT, with PMS as an electron carrier. 1 U is defined as 1 OD/min at 560 nm. The kinetic assay with benzaldehyde showed a single activity band, whereas assays with fresh (not frozen) PG extracts showed two bands."
PMID33295983,reaction_2,Salicylaldehyde + H2O + MTT -> Salicylic acid + Formazan,Not specified,Activity was determined qualitatively by in-gel activity staining. Two strong activity bands were observed in the gel using salicylaldehyde as a substrate for protein extracts of fresh silkworm moth PG.
PMID33295983,reaction_3,Vanillic aldehyde + H2O + MTT -> Vanillic acid + Formazan,Not specified,Activity was determined qualitatively by in-gel activity staining. Two activity bands with very weak signals were observed using vanillic aldehyde as a substrate.
PMID33295983,reaction_4,Heptaldehyde + H2O + MTT -> Heptanoic acid + Formazan,Not specified,Activity was determined qualitatively by in-gel activity staining. One strong activity band and another weak activity band were observed.
PMID33295983,reaction_5,Propionaldehyde + H2O + MTT -> Propionic acid + Formazan,Not specified,Activity was determined qualitatively by in-gel activity staining. One strong and one very weak activity bands were observed.
PMID33303189,reaction_1,Indole -> Indigo,Not specified,"The enzyme was cloned from Polygonum tinctorium and expressed in E. coli. The direct enzymatic product is indoxyl, which spontaneously dimerizes in the presence of oxygen to form the detected product, indigo. The text also mentions that when expressed in E. coli in the presence of tryptophan, indigo production was observed."
PMID33303189,reaction_2,Indole + UDP-glucose -> Indican + UDP,Not specified,"This is a two-step sequential reaction reconstituted in E. coli. PtFMO oxidizes indole to indoxyl, which is then glucosylated by the co-expressed PtIGS to form indican. The experiment demonstrated that indican could be synthesized by the sequential reactions of PtFMO and PtIGS."
PMID33314785,reaction_1,"7,8-dihydrofolate + NADPH + H+ -> 5,6,7,8-tetrahydrofolate + NADP+",Not specified,"The study's primary goal was to characterize a DHFR/methotrexate-mediated gene amplification system in human cells for producing monoclonal antibodies. A synthetic mouse dhfr gene was transfected into a host HEK293E cell line where the endogenous human dhfr and a functional paralog, dhfrl1, were knocked out using CRISPR/Cas9. The activity of the transfected DHFR was not measured by direct enzyme kinetics but was inferred from the cells' ability to survive and amplify the gene in the presence of the inhibitor methotrexate."
PMID33318976,reaction_1,acetoacetyl-CoA + NADH + H+ -> 3-hydroxybutyryl-CoA + NAD+,Yes,The equilibrium constant (Keq) for the reaction is reported as 92. The enzyme was purified as a His-tagged protein from the cell-free extract using a HisTrap FF column.
PMID33318976,reaction_2,acetoacetyl-CoA + NADPH + H+ -> 3-hydroxybutyryl-CoA + NADP+,Yes,"The equilibrium constant (Keq) for the reaction is reported as 92. Kinetic data (progress curves) were collected, but specific kinetic parameters (Km, kcat) are not reported in the text. The enzyme was purified as a His-tagged protein."
PMID33318976,reaction_3,acetoacetyl-CoA + NADH + H+ -> 3-hydroxybutyryl-CoA + NAD+,Yes,"AAR_Chimera is an artificial enzyme derived from AAR_Cn (Cupriavidus necator) where residues N37-R41 were replaced by E37-P41 from AAR_CAp. Kinetic data (progress curves) were collected but specific kinetic parameters (Km, kcat) are not reported in the text. Data was fit to a simple Michaelian model, suggesting no significant product inhibition was observed or modeled. The enzyme was purified as a His-tagged protein."
PMID33318976,reaction_4,acetoacetyl-CoA + NADPH + H+ -> 3-hydroxybutyryl-CoA + NADP+,Yes,"AAR_Chimera is an artificial enzyme derived from AAR_Cn (Cupriavidus necator) where residues N37-R41 were replaced by E37-P41 from AAR_CAp. Kinetic data (progress curves) were collected but specific kinetic parameters (Km, kcat) are not reported in the text. Data was fit to a simple Michaelian model, suggesting no significant product inhibition was observed or modeled. The enzyme was purified as a His-tagged protein."
PMID33320413,reaction_1,Molybdenum nitrogenase MoFe protein (Av1-CO) + Carbon monoxide <=> Molybdenum nitrogenase MoFe protein (Av1(CO)2),Yes,"This reaction represents the binding of a second CO molecule to the FeMo-cofactor of the MoFe protein, which already has one CO bound (Av1-CO). The resulting complex, Av1(CO)2, was characterized by X-ray crystallography at 1.33 Å resolution. The first CO remains bridged between Fe2 and Fe6, while the second CO binds terminally to Fe6. The terminal CO exhibits ~50% occupancy, suggesting weaker and reversible binding. EPR spectroscopy of the crystal slurry confirmed the presence of the 'hi-CO' species."
PMID33323483,reaction_1,6-phosphogluconate + NADP+ -> Ribulose-5-phosphate + NADPH + CO2,Not specified,"The cytosolic isozymes PGD1 and PGD2 were found to be heat-stable. Their activity was characterized using extracts from pgd3 mutant maize, which lacks the plastidic isozyme. Activity was stable during heat treatment at 42°C and showed full activity up to 52.5°C."
PMID33323483,reaction_2,6-phosphogluconate + NADP+ -> Ribulose-5-phosphate + NADPH + CO2,Not specified,"The plastid-localized isozyme PGD3 was found to be heat-labile. Its activity was characterized using extracts from pgd1; pgd2 double mutant maize. Activity decreased to 60% of initial after 20 min at 42°C in endosperm extracts. In seedling root extracts, activity was reduced by 36-52% at 34.5-45°C."
PMID33323483,reaction_3,6-phosphogluconate + NADP+ -> Ribulose-5-phosphate + NADPH + CO2,Not specified,Engineered heat-stable PGD1 targeted to the amyloplast using the Waxy1 transit peptide. This transgene complements the pgd3 mutant phenotype and mitigates grain yield loss under heat stress. Several transgenic events (Wpgd1-A to F) were generated and tested.
PMID33323483,reaction_4,6-phosphogluconate + NADP+ -> Ribulose-5-phosphate + NADPH + CO2,Not specified,"Engineered heat-stable PGD2 targeted to the amyloplast using the Waxy1 transit peptide. This transgene complements the pgd3 mutant phenotype and mitigates grain yield loss under heat stress. Several transgenic events (Wpgd2-A to E, G) were generated and tested."
PMID33342435,reaction_1,Reduced Ferredoxin + NAD+ + n Na+[cytoplasm] -> Oxidized Ferredoxin + NADH + H+ + n Na+[outside],Not specified,"The enzyme is a primary, electrogenic Na+ pump. The protonophore TCS stimulated the Na+ transport rate, confirming electrogenic transport. The purified complex has an apparent mass of ~250-270 kDa, likely a monomer of RnfCDGEAB."
PMID33348877,reaction_1,ERK1/2 + ATP -> phospho-ERK1/2 + ADP,Not specified,"In response to EGF stimulation, CCM3-deficient A549 cells showed enhanced phosphorylation of ERK1/2 compared to control cells, which was attributed to higher EGFR protein levels in the deficient cells (Figure 5). The reaction was inhibited by 10 µM Lapatinib (Figure 6a)."
PMID33348877,reaction_2,VEGFR2 + ATP -> phospho-VEGFR2 (Y1175) + ADP,Not specified,"VEGFR2 protein levels and phosphorylation at Y1175 were upregulated in CCM3-inhibited HuVECs upon VEGF stimulation (Figure 3a). Vatalanib was used as a specific inhibitor of this receptor in subsequent experiments to assess downstream effects (Figure 6c,d)."
PMID33348877,reaction_3,EGFR + H2O -> Degraded EGFR fragments,No,"The half-life of EGFR was prolonged in CCM3-deficient A549 cells. Degradation was inhibited by the lysosomal inhibitor chloroquine, but not by the proteasome inhibitor MG132, indicating that CCM3 deficiency impairs the main lysosomal degradation route for EGFR (Figure 3e,f,g)."
PMID33348877,reaction_4,CellEvent Caspase-3/7 Green Detection Reagent + H2O -> Cleaved Fluorescent Product + Peptide Fragment,No,"Activity of Caspase 3/7, indicating apoptosis, was significantly increased in CCM3-deficient endothelial cells (hCMEC/D3 and HuVECs) after 24h treatment with 2 µM Lapatinib. Control cells were largely unaffected. This suggests that inhibition of the EGFR family selectively induces apoptosis in CCM3-deficient cells (Figure 7)."
PMID33349631,reaction_1,Isocitrate + NAD+ -> α-ketoglutarate + CO2 + NADH + H+,Not specified,The αβ heterodimer cannot be activated by CIT and ADP (activation effect 1.0). It is inhibited by both NADH and ATP.
PMID33349631,reaction_2,Isocitrate + NAD+ -> α-ketoglutarate + CO2 + NADH + H+,Not specified,"Positively regulated by CIT and ADP. In the presence of 1 mM CIT and 1 mM ADP, Vmax increases to 16.1 ± 1.1 μmol/min/mg and S0.5,ICT decreases to 0.26 ± 0.07 mM, resulting in a 20.8-fold activation effect."
PMID33349631,reaction_3,Isocitrate + NAD+ -> α-ketoglutarate + CO2 + NADH + H+,Not specified,"The enzyme is a (α₂βγ)₂ heterooctamer. It is allosterically activated by Citrate (CIT) and ADP. In the presence of 1 mM CIT and 1 mM ADP, Vmax is 30.6 ± 1.0 μmol/min/mg and S0.5,ICT is 0.43 ± 0.03 mM, an 8.2-fold activation. It is negatively regulated by ATP and NADH."
PMID33359168,reaction_1_mKMO,L-kynurenine + NAD(P)H + H+ + O2 -> 3-hydroxykynurenine + NAD(P)+ + H2O,Not specified,"A series of N-(6-phenylpyridazin-3-yl)benzenesulfonamide derivatives were screened for inhibitory activity against murine KMO to identify potent, brain-permeable inhibitors."
PMID33359168,reaction_2_hKMO,L-kynurenine + NAD(P)H + H+ + O2 -> 3-hydroxykynurenine + NAD(P)+ + H2O,Not specified,Selected potent inhibitors identified from the murine KMO screen were tested for activity against human KMO.
PMID33359214,reaction_1,"Naphthalene + O2 + NADH + H+ -> (+)-(1R,2S)-cis-1,2-dihydro-1,2-naphthalenediol + NAD+",Not specified,"A semi-preparative biotransformation (100 mL) with 20 mM naphthalene yielded 287 mg of product, corresponding to an isolated yield of 89% and a product titer of 2.87 g/L."
PMID33359214,reaction_2,"Naphthalene + O2 + NADH + H+ -> (-)-(1S,2R)-cis-1,2-dihydro-1,2-naphthalenediol + NAD+",Not specified,"This engineered variant was selected as the best for producing the (-)-(1S,2R) enantiomer. A semi-preparative biotransformation (100 mL) with 20 mM naphthalene yielded 101 mg of product, corresponding to an isolated yield of 31%."
PMID33359308,reaction_1_BV_mediator,"Nitrate + 2 Benzyl viologen (reduced, BV+) + 2 H+ -> Nitrite + 2 Benzyl viologen (oxidized, BV2+) + H2O",No,"The study focuses on mediated electron transfer using the artificial donor benzyl viologen, bypassing the natural NADPH-FAD-Heme pathway. The FAD-free form is considered the baseline for comparison."
PMID33359308,reaction_2_AQS_mediator,Nitrate + 2 Anthraquinone-2-sulfonate (reduced) + 2 H+ -> Nitrite + 2 Anthraquinone-2-sulfonate (oxidized) + H2O,No,"The study focuses on mediated electron transfer using the artificial donor anthraquinone-2-sulfonate, bypassing the natural NADPH-FAD-Heme pathway. The FAD-free form is considered the baseline for comparison."
PMID33359609,reaction_1,Catechol + 1/2 O2 -> o-benzoquinone + H2O,Not specified,The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. Catechol was found to be the most suitable substrate based on kcat/Km value. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine.
PMID33359609,reaction_2,4-methylcatechol + 1/2 O2 -> 4-methyl-o-benzoquinone + H2O,Not specified,The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine.
PMID33359609,reaction_3,4-tert-butylcatechol + 1/2 O2 -> 4-tert-butyl-o-benzoquinone + H2O,Not specified,The enzyme showed the highest affinity for this substrate (lowest Km value). The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine.
PMID33359609,reaction_4,Pyrogallol + 1/2 O2 -> Pyrogallol-quinone + H2O,Not specified,The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine.
PMID33359609,reaction_5,ABTS + O2 -> Oxidized ABTS + H2O,Not specified,"This is a laccase-like substrate, indicating the enzyme's broad specificity. The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine."
PMID33359609,reaction_6,Guaiacol + O2 -> Oxidized Guaiacol + H2O,Not specified,"This is a laccase-like substrate, indicating the enzyme's broad specificity. The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine."
PMID33359609,reaction_7,Hydroquinone + 1/2 O2 -> p-benzoquinone + H2O,Not specified,"This is a p-diphenol substrate, indicating the enzyme's broad specificity. The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine."
PMID33359609,reaction_8,Caffeic acid + 1/2 O2 -> Caffeic acid quinone + H2O,Not specified,The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine.
PMID33359609,reaction_9,L-DOPA + 1/2 O2 -> Dopaquinone + H2O,Not specified,The enzyme was purified 20-fold with 120% activity recovery using three-phase partitioning (TPP). The enzyme exhibits both catechol oxidase (EC 1.10.3.1) and laccase (EC 1.10.3.2) activities. Its molecular weight was determined to be 27.8 kDa by SDS-PAGE. The enzyme does not show activity towards monophenols like L-tyrosine or the laccase substrate syringaldezine.
PMID33369525,reaction_1,Pheophorbide a + O2 -> Red Chlorophyll Catabolite,Not specified,"The study identified that the I576F mutation in PAO impairs its function, leading to the accumulation of its phototoxic substrate, pheophorbide a. This accumulation causes the production of superoxide anion (O2-), resulting in light-dependent lesion formation and cell death in rice."
PMID33369525,reaction_2,Chlorophyll -> Chlorophyllide a + Phytol,Not specified,The study investigated CLH activity to understand the broader effects of the PAO mutation on the chlorophyll degradation pathway. The accumulation of chlorophyllide a in the rcd2 mutant suggests CLH may be involved in senescence-related chlorophyll degradation in rice.
PMID33369525,reaction_3,Pheophytin a -> Pheophorbide a + Phytol,Not specified,PPH activity was measured to assess the impact of the PAO mutation on upstream steps of the chlorophyll degradation pathway.
PMID33369525,reaction_4,Red Chlorophyll Catabolite -> primary Fluorescent Chlorophyll Catabolite,Not specified,RCCR activity was measured to assess the impact of the PAO mutation on the step immediately following the PAO-catalyzed reaction.
PMID33369525,reaction_5,Chlorophyll a -> Pheophytin a + Mg2+,Not specified,MDCase activity was measured as part of the investigation into the overall chlorophyll degradation pathway in the rcd2 mutant.
PMID33375972,reaction_1,Phosphoric acid swollen cellulose (PASC) + Ascorbic acid -> C4-oxidized cello-oligosaccharides,Not specified,The enzyme was expressed with a C-terminal His6-tag preceded by a TEV cleavage site. The tag was removed before the activity assay. Activity was confirmed by HPAEC analysis of products after 2 hours incubation. This LPMO contains a CBM. High molecular weight on SDS-PAGE suggests glycosylation. Average protein production yield was 34 mg enzyme/100 g cell wet weight.
PMID33375972,reaction_2,Phosphoric acid swollen cellulose (PASC) + Ascorbic acid -> C1-oxidized cello-oligosaccharides + C4-oxidized cello-oligosaccharides,Not specified,The enzyme was expressed with a C-terminal His6-tag preceded by a TEV cleavage site. The tag was removed before the activity assay. Activity was confirmed by HPAEC analysis of products after 2 hours incubation. This LPMO contains a CBM. High molecular weight on SDS-PAGE suggests glycosylation. Average protein production yield was 34 mg enzyme/100 g cell wet weight.
PMID33375972,reaction_3,Phosphoric acid swollen cellulose (PASC) + Ascorbic acid -> C4-oxidized cello-oligosaccharides,Not specified,The enzyme was expressed with a C-terminal His6-tag preceded by a TEV cleavage site. The tag was removed before the activity assay. Activity was confirmed by HPAEC analysis of products after 2 hours incubation. This LPMO does not contain a CBM and showed minimal activity on PASC. Average protein production yield was 34 mg enzyme/100 g cell wet weight.
PMID33375972,reaction_4,Phosphoric acid swollen cellulose (PASC) + Ascorbic acid -> C1-oxidized cello-oligosaccharides,Not specified,The enzyme was expressed with a C-terminal His6-tag preceded by a TEV cleavage site. The tag was removed before the activity assay. Activity was confirmed by HPAEC analysis of products after 2 hours incubation. This LPMO does not contain a CBM. Presented a double band in SDS-PAGE. Average protein production yield was 34 mg enzyme/100 g cell wet weight.
PMID33375972,reaction_5,Phosphoric acid swollen cellulose (PASC) + Ascorbic acid -> C1-oxidized cello-oligosaccharides + C4-oxidized cello-oligosaccharides,Not specified,The enzyme was expressed with a C-terminal His6-tag preceded by a TEV cleavage site. The tag was removed before the activity assay. Activity was confirmed by HPAEC analysis of products after 2 hours incubation. Presented a double band in SDS-PAGE. Average protein production yield was 34 mg enzyme/100 g cell wet weight.
PMID33375972,reaction_6,Phosphoric acid swollen cellulose (PASC) + Ascorbic acid -> C1-oxidized cello-oligosaccharides + C4-oxidized cello-oligosaccharides,Not specified,The enzyme was expressed with a C-terminal His6-tag preceded by a TEV cleavage site. The tag was removed before the activity assay. Activity was confirmed by HPAEC analysis of products after 2 hours incubation. This LPMO does not contain a CBM. Average protein production yield was 34 mg enzyme/100 g cell wet weight.
PMID33375972,reaction_7,Recombinant LPMO-ENLYFQG-His6-tag -> Recombinant LPMO-ENLYFQ + G-His6-tag,No,Cleavage was performed with a 1:100 (w/w) protease-to-protein ratio and incubated overnight (approx. 16h) to near completion. The substrate was a mix of six different His6-tagged LPMOs. The TEV protease itself was His6-tagged for removal by a second IMAC step.
PMID33375979,reaction_1,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxyhexanoate-co-3-hydroxyoctanoate-co-3-hydroxydecanoate-co-3-hydroxydodecanoate) + n CoA,No,"PHA accumulation from 1.5% (w/v) gluconate by wild-type Pseudomonas sp. H9. The monomer 3HO is listed as 3-hydroxynonanoate in Table 3 footnote, but as 3-hydroxyoctanoate elsewhere; 3-hydroxyoctanoate is assumed based on context."
PMID33375979,reaction_2,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxybutyrate-co-3-hydroxyhexanoate-co-3-hydroxyoctanoate-co-3-hydroxydecanoate-co-3-hydroxydodecanoate) + n CoA,No,"PHA accumulation from 0.4% (w/v) butyrate by wild-type Pseudomonas sp. H9. The monomer 3HO is listed as 3-hydroxynonanoate in Table 3 footnote, but as 3-hydroxyoctanoate elsewhere; 3-hydroxyoctanoate is assumed based on context."
PMID33375979,reaction_3,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxyvalerate-co-3-hydroxyhexanoate-co-3-hydroxyoctanoate-co-3-hydroxydecanoate-co-3-hydroxydodecanoate) + n CoA,No,"PHA accumulation from 0.4% (w/v) valerate by wild-type Pseudomonas sp. H9. The monomer 3HO is listed as 3-hydroxynonanoate in Table 3 footnote, but as 3-hydroxyoctanoate elsewhere; 3-hydroxyoctanoate is assumed based on context."
