literature_id,reaction_id,assay_type,assay_details,solvent_buffer,ph,ph_details,temperature_celsius,expression_host,expression_vector,expression_induction
PMID33852856,reaction_2,in vivo,Quantification of sphingolipid levels in wild-type and mutant SH-SY5Y cells by HPLC-MS/MS.,DMEM/F12 medium supplemented with 10% fetal bovine serum,,,37.0,SH-SY5Y human neuroblastoma cells,,
PMID33852856,reaction_3,in vivo,Quantification of sphingolipid levels in wild-type and mutant SH-SY5Y cells by HPLC-MS/MS.,DMEM/F12 medium supplemented with 10% fetal bovine serum,,,37.0,SH-SY5Y human neuroblastoma cells,,
PMID33852856,reaction_4,in vivo,Quantification of sphingolipid levels in wild-type and mutant SH-SY5Y cells by HPLC-MS/MS.,DMEM/F12 medium supplemented with 10% fetal bovine serum,,,37.0,SH-SY5Y human neuroblastoma cells,,
PMID33852856,reaction_5,in vivo,Quantification of sphingolipid levels in wild-type and mutant SH-SY5Y cells by HPLC-MS/MS.,DMEM/F12 medium supplemented with 10% fetal bovine serum,,,37.0,SH-SY5Y human neuroblastoma cells,,
PMID33852856,reaction_6,in vivo,Quantification of sphingolipid levels in wild-type and mutant SH-SY5Y cells by HPLC-MS/MS.,DMEM/F12 medium supplemented with 10% fetal bovine serum,,,37.0,SH-SY5Y human neuroblastoma cells,,
PMID33852856,reaction_7,in vivo,Quantification of sphingolipid levels in wild-type and mutant SH-SY5Y cells by HPLC-MS/MS.,DMEM/F12 medium supplemented with 10% fetal bovine serum,,,37.0,SH-SY5Y human neuroblastoma cells,,
PMID33852856,reaction_8,in vivo,"Phenotypic analysis of ifc-knockout (ifc-KO) flies, which show dihydroceramide accumulation and can be rescued by human DEGS1 overexpression.",,,,25.0,Drosophila melanogaster,,
PMID33852856,reaction_9,in vivo,Functional and morphological rescue of ifc-KO photoreceptors by RNAi knockdown of Nox (BL32902) and Duox (BL32433) and by chemical inhibition.,,,,25.0,Drosophila melanogaster,"UAS-RNAi (TRiP.HMS00691, TRiP.HMS00429)",GMR-Gal4 driver
PMID33852856,reaction_10,in vivo,Measurement of superoxide levels using DHE staining in DEGS1H132R SH-SY5Y cells treated with inhibitors.,DMEM/F12 medium,,,37.0,SH-SY5Y human neuroblastoma cells,,
PMID33852856,reaction_11,in vivo,Overexpression in ifc-KO photoreceptors to test for rescue of neurodegeneration phenotypes.,,,,25.0,Drosophila melanogaster,UAS-Sod1,GMR-Gal4 driver
PMID33852856,reaction_12,in vivo,Overexpression in ifc-KO photoreceptors to test for rescue of neurodegeneration phenotypes.,,,,25.0,Drosophila melanogaster,UAS-Sod2.M,GMR-Gal4 driver
PMID33852856,reaction_13,in vivo,Overexpression in ifc-KO photoreceptors to test for rescue of neurodegeneration phenotypes.,,,,25.0,Drosophila melanogaster,UAS-Cat.A,GMR-Gal4 driver
PMID33857841,reaction_1,in vitro,Continuous fluorometric assay measuring the formation of protoporphyrin IX. Autoxidation rates were subtracted.,"0.1 M potassium phosphate buffer (pH 7.4), 5 mM FAD, 5 mM DTT, 1 mM EDTA, 0.2 M imidazole, and 0.03% Tween 80 (v/v)",7.4,,25.0,Escherichia coli BL21(DE3)pLysS,pHPPO-X,"1 mM IPTG, 25°C, 4h"
PMID33861588,reaction_1,in vitro,Oxidation of apoA-I followed by functional assays. Two forms of substrate were tested: lipid-free apoA-I (assessed for cholesterol efflux) and lipid-associated apoA-I (assessed for LCAT activation).,phosphate buffer,7.4,,,Escherichia coli,,
PMID33862020,reaction_1,in vitro,Spectrophotometric assay monitoring NADH oxidation at 340 nm.,20 mM Tris pH 7.5,7.5,,23.0,E. coli Rosetta2 (DE3)pLysS,,"100 μM IPTG, 16 °C, 20 h"
PMID33862020,reaction_2,in vitro,Spectrophotometric assay monitoring NADH oxidation at 340 nm.,20 mM Tris pH 7.5,7.5,,23.0,E. coli BL21 (DE3),pHISG28,"1 mM IPTG, 16 °C, 18-20 h"
PMID33862020,reaction_3,in vitro,Spectrophotometric assay monitoring NADH oxidation at 340 nm.,20 mM Tris pH 7.5,7.5,,23.0,E. coli BL21 (DE3),pHISG28,"1 mM IPTG, 16 °C, 18-20 h"
PMID33862020,reaction_4,in vitro,Spectrophotometric assay monitoring NADH oxidation at 340 nm.,20 mM Tris pH 7.5,7.5,,23.0,E. coli BL21 (DE3),pHISG28,"1 mM IPTG, 16 °C, 18-20 h"
PMID33864196,reaction_1,in vitro,Spectrometric monitoring of ABTS oxidation using crude laccase solution from cell-free supernatant.,100 mM potassium phosphate buffer,6.0,Standard assay condition. Optimal activity was observed at pH 8.0.,30.0,Streptomyces sp. LAO,,
PMID33864621,reaction_1,in vitro,Continuous kinetic assay using a fluorogenic substrate (Arg-Leu-Arg-Gly-Gly-AMC).,"50 mmol/L HEPES, pH 7.5, 2 mmol/L DTT",7.5,,,Escherichia coli Rosetta (DE3),pET-11a,0.2 mmol/L IPTG and 0.5 mmol/L zinc acetate at 16 °C for 16 h
PMID33867026,reaction_1,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ overnight at 30°C.
PMID33867026,reaction_2,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ overnight at 30°C.
PMID33867026,reaction_3,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ overnight at 30°C.
PMID33867026,reaction_4,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ overnight at 30°C.
PMID33867026,reaction_5,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ overnight at 30°C.
PMID33867026,reaction_6,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ at 20°C for 2 days.
PMID33867026,reaction_7,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ overnight at 30°C.
PMID33867026,reaction_8,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ overnight at 30°C.
PMID33867026,reaction_9,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylomonas sp. LW13,,Expressed from His-tagged chromosomal insert. Cultures grown under methane with 30μM Ce³⁺ at 30°C.
PMID33867026,reaction_10,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylotenera mobilis JLW8,,Expressed from His-tagged chromosomal insert in a double xoxF4 mutant. Cultures grown on methanol with 30μM Ce³⁺ at 30°C.
PMID33867026,reaction_11,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylotenera mobilis JLW8,,Expressed from His-tagged chromosomal insert in a double xoxF4 mutant. Cultures grown on methanol with 30μM Ce³⁺ at 30°C.
PMID33867026,reaction_12,in vitro,Spectrophotometric assay monitoring PMS-mediated reduction of DCPIP at 600 nm.,"100mM Tris-HCl buffer, 45mM NH4Cl, 1mM PMS, 150μM DCPIP",9.0,Standard assay pH.,26.0,Methylorubrum extorquens AM1,pCM80-PxoxF,Induced with 0.5% v/v methanol and 30μM Ce³⁺ overnight at 30°C.
PMID33867026,reaction_13,in vitro,Qualitative spectrophotometric assay monitoring the absorbance of XoxG4 at 550 nm after addition of purified XoxF5.,Not specified,,,,Methylomonas sp. LW13,,Expressed from His-tagged chromosomal insert. Cultures grown under methane with 30μM Ce³⁺ at 30°C.
PMID33876533,reaction_1,in vitro,steady-state kinetics,"Not specified, but ionic strength noted to be important (e.g., 150 mM KCl or 100 mM NaCl).",10.0,pH was raised to 10.0 to make the chemical step rate-limiting under steady-state conditions.,20.0,,,
PMID33876533,reaction_2,in vitro,pre-steady-state cryo-kinetics,Aqueous buffer with 30% methanol as cosolvent.,8.5,pH 8.5 reflects physiological conditions where the hydride is transferred to mostly protonated substrates.,20.0,,,
PMID33876533,reaction_3,in vitro,pre-steady-state kinetics to study cosolvent effect,"Aqueous buffer, with and without 30% methanol.",8.5,,0.0,,,
PMID33890631,reaction_1,in vitro,"Standard reaction mixture composed of buffer, substrate, NADP+, and enzyme. Activity measured by NADPH formation at 340 nm.",100 mM glycine–NaOH buffer,9.5,,55.0,Escherichia coli Rosetta-Gami (DE3),pET28b (+),"1.0 mM IPTG, 28°C, 16h"
PMID33890631,reaction_2,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_3,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_4,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_5,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_6,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_7,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_8,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_9,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_10,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33890631,reaction_11,in vitro,,100 mM glycine–NaOH buffer,9.5,,55.0,,,
PMID33895325,reaction_1,in vivo,Lipid translocation assay performed on cultured MIN6 cells to measure phosphatidylserine flipping at the plasma membrane.,Hank’s balanced salt solution with 15 mM MgCl2 (HBSS-15 mM MgCl2),,Not specified,20.0,MIN6 cells (mouse pancreatic β cell line),Lentiviral vector,Transfection with lentiviral particles (2x10^7 TU/ml; MOI=20) for 72 hours.
PMID33895365,reaction_1,in vivo,Stable expression in Arabidopsis thaliana and transient expression in Nicotiana benthamiana.,in planta,,,22.0,"Arabidopsis thaliana (Col-0), Nicotiana benthamiana","pPDC-4G, pPDC-5G (Arabidopsis); pPMS057 (tobacco)",
PMID33895365,reaction_2,in vivo,Stable expression in Arabidopsis thaliana and transient expression in Nicotiana benthamiana.,in planta,,,22.0,"Arabidopsis thaliana (Col-0), Nicotiana benthamiana","pAroG (into QsuB background), pPDC-5G, pTKan-pC4H::schl3::QsuB",
PMID33899864,reaction_1,in vitro,Time-course of biotransformation using a reductase-free system with purified enzyme.,50 mM tricine buffer,8.5,,14.0,Escherichia coli BL21(DE3),pET15b,"0.5 mM IPTG, 25 °C, 14 h"
PMID33899864,reaction_2,in vitro,DoE study for optimization of reductase-free Baeyer-Villiger oxidation.,50 mM tricine buffer,8.5,,30.0,Escherichia coli BL21(DE3),pET15b,"0.5 mM IPTG, 25 °C, 14 h"
PMID33899864,reaction_3,in vitro,DoE study for optimization of reductase-free Baeyer-Villiger oxidation.,50 mM tricine buffer,8.5,,30.0,Escherichia coli BL21(DE3),pET15b,"0.5 mM IPTG, 25 °C, 14 h"
PMID33901808,reaction_1,in vitro,Coupled enzyme assay using recombinant protein or Caco-2 cell lysates. Products H2S and H2O2 were detected.,"HEPES-buffered saline (HBS; 50 mM HEPES, 150 mM NaCl, pH 7.4)",7.4,,37.0,Escherichia coli BL21 and KRX,"Twin-Strep-tag pASG-IBA102 vector, DHFR control template vector","0.6 mM IPTG for BL21 strain or 0.06% (w/v) rhamnose for KRX strain, at 22°C for 3 h."
PMID33901808,reaction_2,in vitro,Enzymatic generation of methanethiol for a coupled assay. Product formation was confirmed by GC-MS analysis of the headspace.,"HEPES-buffered saline (HBS; 50 mM HEPES, 150 mM NaCl, pH 7.4)",7.4,,37.0,Escherichia coli BL21 and KRX,DHFR control template vector,"0.6 mM IPTG for BL21 strain or 0.06% (w/v) rhamnose for KRX strain, at 22°C for 3 h."
PMID33902660,reaction_1,in vitro,"Spectroscopic analysis of ligand binding and conformational dynamics using Fourier transform infrared spectroscopy (FTIR) for H/D exchange, time-resolved fluorescence spectroscopy for intrinsic fluorescence and anisotropy, and 8-Anilino-1-naphthalenesulfonic acid (ANS) binding assays.","100 mM phosphate buffer pH 7.4 containing 20% glycerol, 1 mM β-mercaptoethanol, 0.1% Tween-20",7.4,,20.0,E. coli,,
PMID33910055,reaction_1,in vitro,Conversion assay performed for 24h with 20 mM substrate and 20 μM AOX.,100 mM potassium phosphate,7.5,,35.0,,,
PMID33910055,reaction_2,in vitro,"Conversion assay: 20 mM substrate, 20 μM AOX, 24h. Kinetics assay: 200 mM substrate, 0.2 μM AOX.",100 mM potassium phosphate,7.5,,35.0,,,
PMID33910055,reaction_3,in vitro,"Conversion assay: 20 mM substrate, 20 μM AOX, 24h. Kinetics assay: 200 mM substrate, 0.2 μM AOX.",100 mM potassium phosphate,7.5,,35.0,,,
PMID33910055,reaction_4,in vitro,"Conversion assay: 20 mM substrate, 20 μM AOX, 24h. Kinetics assay: 200 mM substrate, 0.2 μM AOX.",100 mM potassium phosphate,7.5,,35.0,,,
PMID33913984,reaction_1,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_2,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_3,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_4,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_5,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_6,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_7,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_8,in vitro,"Semi-preparative scale synthesis. Reaction mixture (50 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated at room temperature.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_9,in vitro,"Analytical scale synthesis with modified concentrations. Reaction mixture (3 mL) with 30 μM enzyme, 10 mM (R)-pantoate, 20 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_10,in vitro,"Semi-preparative scale synthesis. Reaction mixture (10 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated at room temperature.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_11,in vitro,"Semi-preparative scale synthesis. Reaction mixture (10 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated at room temperature.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_12,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_13,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_14,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_15,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_16,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_17,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_18,in vitro,"Analytical scale synthesis. Reaction mixture (3 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated for 24 h.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33913984,reaction_19,in vitro,"Semi-preparative scale synthesis. Reaction mixture (10 mL) with 7 μM enzyme, 20 mM (R)-pantoate, 10 mM amine, 20 mM ATP, 10 mM MgCl2, incubated at room temperature.",100 mM Tris-HCl buffer,9.0,,25.0,,,
PMID33922867,reaction_1,in vitro,Enzyme activity measured in crude leaf extracts of transgenic tobacco plants.,50 mM malonate buffer,4.5,,4.0,Nicotiana tabacum cv. Petite Havana,pBIN-VP (derived from pBin19),Constitutive expression under the CaMV 35S promoter fused to the tobacco mosaic virus translational enhancer (TMVL).
PMID33929595,reaction_1,in vitro,Enzyme activity and kinetic parameters were determined using purified enzyme.,100 mM Tri-HCl buffer,8.5,pH for kinetic parameter determination. Optimal pH was assayed between 7.0-10.0.,30.0,E. coli BL21 (DE3),pET-28a,0.1 mM IPTG
PMID33929818,reaction_1_Pf_cPRS,in vivo,72h DAPI growth inhibition assay with P. falciparum parasites (strain 3D7).,Parasite culture medium,,,,Plasmodium falciparum,,
PMID33929818,reaction_2_Hs_PRS,in vivo,Human cellular protein synthesis inhibition assay using T-REx 293 cells transfected with a plasmid encoding a proline-rich peptide.,Cell culture medium,,,,T-REx 293 cells,Plasmid encoding proline-rich peptide,
PMID33942867,reaction_1,in vitro,Kinetic analysis performed using UPLC.,HEPES/NaOH,7.0,,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_2,in vitro,Kinetic analysis performed using UPLC.,HEPES/NaOH,7.0,,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_3,in vitro,Kinetic analysis performed using UPLC.,HEPES/NaOH,7.0,,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_4,in vitro,Kinetic analysis performed using UPLC.,HEPES/NaOH,7.0,,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_5,in vitro,Spectrophotometric assay,100 mm Tris/HCl,8.0,,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_6,in vitro,UPLC analysis,HEPES/NaOH,7.0,Assumed from UPLC analysis conditions,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_7,in vitro,UPLC analysis,HEPES/NaOH,7.0,Assumed from UPLC analysis conditions,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_8,in vitro,Spectrophotometric assay,100 mm Tris/HCl,8.0,,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_9,in vitro,Spectrophotometric assay,100 mm Tris/HCl,8.0,,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33942867,reaction_10,in vitro,Spectrophotometric assay,100 mm Tris/HCl,8.0,,80.0,Escherichia coli BL21(DE3),"pET15b/OCC_10945, co-expressed with pGro7 chaperone plasmid",0.5 mM IPTG for 3h at 37°C. Chaperone induced with 0.5 mg/mL L-arabinose.
PMID33950676,reaction_1,in vitro,"Steady-state kinetic assay monitoring the reduction of 5,5'-dithiobis(2-nitrobenzoic acid) (DTNB) at 412 nm.","50 mM sodium phosphate (pH 7.4), 250 mM NaCl, 10 mM EDTA, 0.05% Tween (for kinetics) or 100 mM potassium phosphate (pH 7.4) and 10 mM EDTA (for IC50 measurements).",7.4,,,Escherichia coli BL21 (DE3),"pSUABC (for WT), SUMO-fusion vector (for U597C mutant)","1 mM IPTG at O.D. = 0.6, followed by 3 hours of induction at 37 °C (for U597C mutant)."
PMID33951868,reaction_1,in vivo,"Whole-cell Cd(II) accumulation assay in engineered E. coli strains (WT, ΔzntA, pYYDT-zntA) to assess efflux activity. Cells were incubated with 1 mM CdCl2 and 0.5 mM Na2SeO3.",Luria-Bertani (LB) medium,4.5,pH of the LB medium during the 4-hour incubation.,37.0,Escherichia coli JM109,pYYDT-zntA,
PMID33955667,reaction_1,in vivo,Quantification of intracellular solutes by LC-MS in wild-type and mutant strains.,M63 minimal medium with 2.5 M NaCl,7.2,,37.0,Chromohalobacter salexigens CHR61,,
PMID33955667,reaction_2,in vivo,Quantification of intracellular solutes by LC-MS in wild-type and mutant strains.,M63 minimal medium with 2.5 M NaCl,7.2,,45.0,Chromohalobacter salexigens CHR61,,
PMID33957387,reaction_1,in vitro,Fluorescence-based inhibition assay detecting H2O2 via Amplex Red and horseradish peroxidase (HRP).,Not specified,,Not specified,25.0,,,
PMID33957387,reaction_2,in vitro,Fluorescence-based inhibition assay using Ac-peptide substrate.,1x assay buffer (modiﬁed Tris Buffer),,Not specified,25.0,,,
PMID33957387,reaction_3,in vitro,Fluorescence-based inhibition assay using Ac-peptide substrate.,1x assay buffer (modiﬁed Tris Buffer),,Not specified,25.0,,,
PMID33957387,reaction_4,in vitro,Fluorescence-based inhibition assay using Ac-peptide substrate.,1x assay buffer (modiﬁed Tris Buffer),,Not specified,25.0,,,
PMID33957387,reaction_5,in vitro,Fluorescence-based inhibition assay using Ac-peptide substrate.,1x assay buffer (modiﬁed Tris Buffer),,Not specified,25.0,,,
PMID33957387,reaction_6,in vitro,Fluorescence-based inhibition assay using Ac-peptide substrate.,1x assay buffer (modiﬁed Tris Buffer),,Not specified,25.0,,,
PMID33957387,reaction_7,in vitro,Fluorescence-based inhibition assay using Ac-peptide substrate.,1x assay buffer (modiﬁed Tris Buffer),,Not specified,25.0,,,
PMID33957387,reaction_8,in vitro,MAO-Glo assay kit (Promega),Not specified,,Not specified,25.0,,,
PMID33957387,reaction_9,in vitro,MAO-Glo assay kit (Promega),Not specified,,Not specified,25.0,,,
PMID33957387,reaction_10,in vitro,Cytochrome P450 inhibition assay,Not specified,,Not specified,37.0,,,
PMID33957387,reaction_11,in vitro,Cytochrome P450 inhibition assay,Not specified,,Not specified,37.0,,,
PMID33957387,reaction_12,in vitro,Cytochrome P450 inhibition assay,Not specified,,Not specified,37.0,,,
PMID33957387,reaction_13,in vitro,Cytochrome P450 inhibition assay,Not specified,,Not specified,37.0,,,
PMID33957387,reaction_14,in vitro,Cytochrome P450 inhibition assay,Not specified,,Not specified,37.0,,,
PMID33957387,reaction_15,in vitro,Metabolic stability assay,100 mM potassium phosphate buffer,,Not specified,37.0,,,
PMID33957387,reaction_16,in vitro,Metabolic stability assay,100 mM potassium phosphate buffer,,Not specified,37.0,,,
PMID33957387,reaction_17,in vitro,Metabolic stability assay,100 mM potassium phosphate buffer,,Not specified,37.0,,,
PMID33957387,reaction_18,in vitro,Metabolic stability assay,100 mM potassium phosphate buffer,,Not specified,37.0,,,
PMID33964174,reaction_1,in vitro,Activity assay with purified enzyme.,100 mM sodium phosphate/citrate buffer,4.4,,,Saccharomyces cerevisiae BJ5465,pJRoC30,"Expression in hemoglobin expression medium at 25°C, induced by galactose."
PMID33964174,reaction_2,in vitro,Activity assay with purified enzyme.,100 mM potassium phosphate buffer,7.0,,,Saccharomyces cerevisiae BJ5465,pJRoC30,"Expression in hemoglobin expression medium at 25°C, induced by galactose."
