literature_id,reaction_id,inhibitor_name,inhibition_type,inhibitor_smiles,synonyms,activity_qualitative,inhibition_qualitative,details,notes
PMID32786824,reaction_3,Al3+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_3,Ni2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_3,Co2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_3,EDTA,Moderate inhibition at 5.0 mM,,,,,,
PMID32786824,reaction_3,Ag+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_3,Hg2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_3,Zn2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_3,Cd2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_4,Mn2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_4,Al3+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_4,Ni2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_4,Co2+,Moderate inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_4,EDTA,Moderate inhibition at 5.0 mM,,,,,,
PMID32786824,reaction_4,Ag+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_4,Hg2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_4,Zn2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786824,reaction_4,Cd2+,Severe inhibition at 1.0 mM,,,,,,
PMID32786835,reaction_1,Zn2+,,,,,,,Inhibitory effect observed at 1 mM
PMID32786835,reaction_1,Ca2+,,,,,,,Inhibitory effect observed at 1 mM
PMID32786835,reaction_1,Mn2+,,,,,,,Inhibitory effect observed at 1 mM
PMID32786835,reaction_1,Cu2+,,,,,,,Inhibitory effect observed at 1 mM
PMID32786835,reaction_1,Ni2+,,,,,,,Inhibitory effect observed at 1 mM
PMID32786835,reaction_1,Fe3+,,,,,,,Inhibitory effect observed at 1 mM
PMID32786835,reaction_1,NH4+,,,,,,,Inhibitory effect observed at 1 mM
PMID32786835,reaction_5,Mg2+,,,,,,,Significantly inhibited KsdD5 activity at 1 mM
PMID32792488,reaction_2,ML226,Covalent,,,,,,ML226 treatment inhibited ABHD11 p-nitrophenyl ester hydrolysis in vitro in a dose-dependent manner.
PMID32797038,reaction_1,C3,,,,,,,
PMID32797038,reaction_1,C5,,,,,,,
PMID32797038,reaction_1,C6,,,,,,,
PMID32797038,reaction_1,C9,,,,,,,"Inhibitory effect observed (56±6 % residual activity at 250 µM), but IC50 not determined."
PMID32797038,reaction_1,C18,,,,,,,
PMID32797038,reaction_1,C26,,,,,,,"Inhibitory effect observed (72±6 % residual activity at 250 µM), but IC50 not determined."
PMID32805427,reaction_1,L-Arginine,Feedback inhibition,,,,,,Activity drastically decreased with 0.2 mM L-Arginine and was almost completely lost at 1.0 mM L-Arginine.
PMID32805427,reaction_1,L-Ornithine,,,,,,,No inhibition observed at 10 mM.
PMID32805427,reaction_1,L-Citrulline,,,,,,,No inhibition observed at 10 mM.
PMID32819558,reaction_1,Tiron,"Tiron, a superoxide scavenger, completely blocked the LY83583-induced increase in pepsin-resistant collagen, indicating the reaction is dependent on superoxide.",,,,,,
PMID32823946,reaction_1,Low pH,Conditional inhibition by environmental factor,,,,,"Kinase activity is inhibited at acidic pH (e.g., pH 6.0). The proposed mechanism involves protonation of glutamate residues in the linker region, leading to helix destabilization and interruption of signaling.",
PMID32827973,reaction_1,Mn2+,,,,,,,
PMID32827973,reaction_1,Mg2+,,,,,,,
PMID32827973,reaction_1,K+,,,,,,,
PMID32827973,reaction_1,NH4+,,,,,,,
PMID32827973,reaction_1,Ca2+,,,,,,,
PMID32827973,reaction_1,Fe3+,,,,,,,
PMID32827973,reaction_1,Na+,,,,,,,
PMID32827973,reaction_1,Hg2+,,,,,,,
PMID32827973,reaction_1,Cd2+,,,,,,,
PMID32827973,reaction_1,Ag2+,,,,,,,
PMID32827973,reaction_1,chloroform,,,,,,,
PMID32827973,reaction_1,acetonitrile,,,,,,,
PMID32827973,reaction_1,butanol,,,,,,,
PMID32827973,reaction_1,ethanol,,,,,,,
PMID32827973,reaction_1,methanol,,,,,,,
PMID32827973,reaction_1,DMSO,,,,,,,
PMID32827973,reaction_1,isopropanol,,,,,,,
PMID32827973,reaction_1,ethyl acetate,,,,,,,
PMID32827973,reaction_1,octanol,,,,,,,
PMID32827973,reaction_1,n-propanol,,,,,,,
PMID32844401,reaction_1,H2O2,Substrate inhibition of Compound I intermediate,,,,,,
PMID32844401,reaction_1,4-ethylbenzoic acid,Substrate inhibition of resting state enzyme,,,,,,
PMID32851826,reaction_1,Iodide,Binds to the CuI-CuIV edge of the CuZ center,,,,,,
PMID32866191,reaction_1,sodium orthovanadate,Specific inhibitor of P-type H+-ATPase,,,,,Used at 100 μM in assays to differentiate P-type ATPase activity from other ATPases.,
PMID32869889,reaction_1,reduced glutathione,Non-competitive with catechol as substrate; anti-competitive with 4-methylcatechol as substrate,,,,,,
PMID32869889,reaction_1,Ascorbic acid,,,,,,,
PMID32869889,reaction_1,L-cysteine,,,,,,,
PMID32869889,reaction_1,Citric acid,,,,,,,
PMID32869889,reaction_8,Ascorbic acid,Mixed-type with chlorogenic acid as substrate; competitive with catechol as substrate,,,,,,
PMID32869889,reaction_8,L-cysteine,,,,,,,
PMID32869889,reaction_8,reduced glutathione,,,,,,,
PMID32869889,reaction_8,Citric acid,,,,,,,
PMID32869889,reaction_15,L-cysteine,Non-competitive with catechol and chlorogenic acid as substrates,,,,,,
PMID32869889,reaction_15,Ascorbic acid,,,,,,,
PMID32869889,reaction_15,reduced glutathione,,,,,,,
PMID32869889,reaction_15,Citric acid,,,,,,,
PMID32885332,reaction_2,Cu2+,Inhibition observed,,,,,,
PMID32886480,reaction_1,ALS-8112-TP,,,,,,,A CTP analog. IC50 values determined in filtration plate and SPA assays correlated well (within 3-fold). Specific IC50 value not provided.
PMID32886480,reaction_1,non-nucleoside inhibitor,,,,,,,IC50 values determined in filtration plate and SPA assays correlated well (within 3-fold). Specific IC50 value not provided.
PMID32900992,reaction_3,T863,Pharmacological inhibition,,,,,,
PMID32900992,reaction_4,avasimibe,Pharmacological inhibition,,,,,,
PMID32900992,reaction_5,Atglistatin,Pharmacological inhibition,,,,,,
PMID32905773,reaction_2,oxamate,Not specified,,,,,,Inhibition by oxamate reduced intracellular ATP levels by 30% in day-0 cells and ~60% in day-7 osteoblasts. The text also notes that oxamate may inhibit aspartate aminotransferase.
PMID32905773,reaction_3,UK-5099,Not specified,,,,,,Inhibition of pyruvate entry to the mitochondria by UK-5099 did not have any effect on the steady-state ATP levels.
PMID32905773,reaction_4,oligomycin,Not specified,,,,,,Inhibition of mitochondrial ATP production by oligomycin did not have any effect on the steady-state ATP levels.
PMID32905773,reaction_5,aminooxyacetate (AOA),Not specified,,,,,,"AOA dose dependently reduced glucose consumption in day-4 and day-7 cells, indicating the importance of the malate-aspartate shuttle."
PMID32905773,reaction_6,2-deoxy-glucose (2-DG),Not specified,,,,,,"Inhibition by 2-DG abruptly reduced steady-state ATP levels by 56% (day-0), 63% (day-4), and 75% (day-7) within 30 minutes."
PMID32905773,reaction_7,BPTES,Not specified,,,,,,Inhibition of glutamine consumption by BPTES had no consistent effect on ATP levels.
PMID32905773,reaction_8,etomoxir,Not specified,,,,,,Inhibition of fatty acid consumption by etomoxir had no consistent effect on ATP levels.
PMID32911631,reaction_1,anti-Fd antibody,Not specified,,,,,,Significantly inhibited cyclase activity in assays with barley plastid fractions (p < 0.001).
PMID32911631,reaction_1,anti-FNR antibody,Not specified,,,,,,Significantly inhibited cyclase activity in assays with barley plastid fractions (p < 0.001).
PMID32913059,reaction_2,Hydroxylamine,Competitive,,,,,,
PMID32915249,reaction_1,MK-571,The inhibitor (50 µM) reduced the efflux ratio (ER) from 9.51 to 2.87. The apparent permeability coefficient for apical-to-basolateral transport (PappA-B) was reduced from 0.0378 cm/s to 0.0102 cm/s.,,,,,,
PMID32919113,reaction_1,21a,Not specified,,,,,,
PMID32919113,reaction_1,21c,Not specified,,,,,,
PMID32919113,reaction_1,21e,Not specified,,,,,,
PMID32919113,reaction_1,21g,Not specified,,,,,,
PMID32919113,reaction_1,25b,Not specified,,,,,,
PMID32919113,reaction_1,25c,Not specified,,,,,,
PMID32919113,reaction_1,25d,Not specified,,,,,,
PMID32919113,reaction_1,25e,Not specified,,,,,,
PMID32919113,reaction_1,25f,Not specified,,,,,,
PMID32919113,reaction_1,25g,Not specified,,,,,,
PMID32919113,reaction_1,25h,Not specified,,,,,,
PMID32919113,reaction_1,29a,Not specified,,,,,,
PMID32919113,reaction_1,29b,Not specified,,,,,,
PMID32919113,reaction_1,29c,Not specified,,,,,,
PMID32919113,reaction_1,Compound 13,Not specified,,,,,,
PMID32930481,reaction_1,2a,,,,,,,
PMID32930481,reaction_1,2b,,,,,,,
PMID32930481,reaction_1,18,,,,,,,
PMID32930481,reaction_1,19,,,,,,,
PMID32930481,reaction_1,4a,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,4b,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,4c,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,4d,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,8,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,2c,,,,,,,
PMID32930481,reaction_1,2d,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,2e,,,,,,,
PMID32930481,reaction_1,2f,,,,,,,
PMID32930481,reaction_1,2g,,,,,,,
PMID32930481,reaction_1,2h,,,,,,,
PMID32930481,reaction_1,2i,,,,,,,
PMID32930481,reaction_1,2j,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,2k,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,2l,,,,,,,
PMID32930481,reaction_1,2m,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,2n,,,,,,,
PMID32930481,reaction_1,2o,,,,,,,
PMID32930481,reaction_1,2p,,,,,,,
PMID32930481,reaction_1,2q,,,,,,,
PMID32930481,reaction_1,2r,,,,,,,
PMID32930481,reaction_1,2s,,,,,,,
PMID32930481,reaction_1,2t,,,,,,,
PMID32930481,reaction_1,11a,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,11b,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,11c,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,11d,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,14a,,,,,,,
PMID32930481,reaction_1,14b,,,,Not determined due to limited solubility,,,
PMID32930481,reaction_1,14c,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,14d,,,,,,,
PMID32930481,reaction_1,14e,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,14f,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,14g,,,,Not determined due to limited solubility,,,
PMID32930481,reaction_1,14h,,,,,,,
PMID32930481,reaction_1,14i,,,,Not active (inhibitory effect less than 50% at 100 µM),,,
PMID32930481,reaction_1,14j,,,,,,,
PMID32930481,reaction_1,14k,,,,,,,
PMID32930481,reaction_1,14l,,,,,,,
PMID32930481,reaction_1,17,,,,,,,
PMID32930481,reaction_2,2a,,,,,,,
PMID32930481,reaction_2,4d,,,,Not active,,,
PMID32930481,reaction_2,2c,,,,,,,
PMID32930481,reaction_2,2e,,,,Not active,,,
PMID32930481,reaction_2,2f,,,,,,,
PMID32930481,reaction_2,2g,,,,,,,
PMID32930481,reaction_2,2h,,,,Not active,,,
PMID32930481,reaction_2,2i,,,,,,,Cell-based assay on SARS-CoV-2-infected Vero E6 cells showed EC50 = 1.77 ± 1.60 µM and CC50 = 376 ± 1.36 µM.
PMID32930481,reaction_2,2n,,,,,,,Cell-based assay on SARS-CoV-2-infected Vero E6 cells showed EC50 = 4.74 ± 1.35 µM and CC50 > 500 µM.
PMID32930481,reaction_2,2p,,,,,,,Cell-based assay on SARS-CoV-2-infected Vero E6 cells showed EC50 = 15.75 ± 1.59 µM and CC50 > 500 µM.
PMID32930481,reaction_2,2r,,,,,,,
PMID32930481,reaction_2,2s,,,,,,,
PMID32930481,reaction_2,2t,,,,,,,
PMID32930481,reaction_2,11a,,,,Not active,,,
PMID32930481,reaction_2,14a,,,,Not active,,,
PMID32930481,reaction_2,14d,,,,Not active,,,
PMID32930481,reaction_2,14h,,,,,,,Cell-based assay on SARS-CoV-2-infected Vero E6 cells showed EC50 = 7.85 ± 1.50 µM and CC50 = 442 ± 1.37 µM.
PMID32930481,reaction_2,14i,,,,Not active,,,
PMID32930481,reaction_2,14k,,,,,,,Cell-based assay on SARS-CoV-2-infected Vero E6 cells showed no activity (n.a.) and CC50 > 500 µM.
PMID32931912,reaction_1,"Mycophenolic acid (MPA, 7)",Ki reported (cited value from ref 22),,,,,,
PMID32931912,reaction_1,Compound 8,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 9,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 10,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 11,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 12,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 13,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 14,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 15,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 16,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 17,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 18,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 31a,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 31b,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 38,"Apparent Ki (Ki,app) reported, error is range",,,,,,
PMID32931912,reaction_1,Compound 42a,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_1,Compound 42b,"Apparent Ki (Ki,app) reported, error is range",,,,,,
PMID32931912,reaction_1,Compound 44,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,"Mycophenolic acid (MPA, 7)",Ki reported (cited value from ref 20),,,,,,
PMID32931912,reaction_2,Compound 8,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 9,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 10,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 12,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 13,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 14,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 15,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 31a,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 31b,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 38,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 42a,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 42b,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_2,Compound 44,"Apparent Ki (Ki,app) reported",,,,,,
PMID32931912,reaction_3,Compound 10,"Apparent Ki (Ki,app) reported",,,,,,
PMID32933017,reaction_1,Thapsigargin,"Specific inhibitor, fully suppressed current",,,,,,
PMID32933017,reaction_2,Bathocuproinedisulfonate (BCS),Substrate chelation (Cu+),,,,,,
PMID32933017,reaction_4,Orthovanadate,"ATPase inhibitor, completely suppressed current",,,,,,
PMID32936835,reaction_1,Antimycin A,"Indirect; inhibitor of mitochondrial respiratory complex III, which prevents the mitochondrial function required for Gdh2-dependent alkalization.",,,,,,
PMID32936835,reaction_1,Chloramphenicol,"Indirect; inhibitor of mitochondrial translation, which prevents the mitochondrial function required for Gdh2-dependent alkalization.",,,,,,
PMID32942681,reaction_1,anti-SMS2 antibody,Not specified,,,,,,"A concentration of 20 µg/mL decreased in vitro enzyme activity by 47.0 ± 5.32%. In whole sperm cells, this treatment led to a 27.67 ± 4.85% decrease in total sphingomyelin content."
PMID32945115,reaction_1,S-(2-aminoethyl)-L-cysteine (AEC),Feedback inhibition,,,,,"Wild-type enzyme is sensitive to 12 mM AEC, leading to poor growth of E. coli host. Mutants are insensitive.",
PMID32945115,reaction_2,S-(2-aminoethyl)-L-cysteine (AEC),Feedback inhibition,,,,,"Wild-type enzyme is sensitive to 12 mM AEC, leading to poor growth of E. coli host. Mutants are insensitive.",
PMID32961871,reaction_1,A939572,Not specified,,,,,,
PMID32961871,reaction_2,A939572,Not specified,,,,,,
PMID32961948,reaction_1,ethyl-2-methylacetoacetate,Substrate inhibition,,,,,Free enzymes were significantly inhibited at substrate concentrations higher than 70 mM. Immobilized enzymes showed high tolerance up to 700 mM.,
PMID32962020,reaction_1,Salicylhydroxamic acid,Not specified,,,,,,About 70% inhibition of LOX activity was observed in the presence of 1 mM SHAM.
PMID32962020,reaction_1,Propyl gallate,Not specified,,,,,,Almost complete inhibition (99%) occurred in the presence of 1 mM PG.
PMID32962020,reaction_2,Salicylhydroxamic acid,Not specified,,,,,,About 70% inhibition of LOX activity was observed in the presence of 1 mM SHAM.
PMID32962020,reaction_2,Propyl gallate,Not specified,,,,,,Almost complete inhibition (99%) occurred in the presence of 1 mM PG.
PMID32962020,reaction_3,Salicylhydroxamic acid,Not specified,,,,,,About 70% inhibition of LOX activity was observed in the presence of 1 mM SHAM.
PMID32962020,reaction_3,Propyl gallate,Not specified,,,,,,Almost complete inhibition (99%) occurred in the presence of 1 mM PG.
PMID32966327,reaction_1,succinic semialdehyde,Competitive substrate inhibition (against NADP+),,,,,,
PMID32966327,reaction_2,succinic semialdehyde,Substrate inhibition,,,,,,
PMID32967812,reaction_1,Cu2+,Not specified,,,,,Relative activity of 6.8% at 0.25 mM concentration.,
PMID32967812,reaction_1,Ag+,Not specified,,,,,Relative activity of 18.5% at 1.0 mM concentration.,
PMID32967812,reaction_1,b-Mercaptoethanol,Not specified,,,,,"Showed inhibitory effect, especially at 10 mM concentration.",
PMID32967812,reaction_2,Cu2+,Not specified,,,,,Relative activity of 12.9% at 0.25 mM concentration.,
PMID32967812,reaction_2,Ag+,Not specified,,,,,Relative activity of 17.8% at 1.0 mM concentration.,
PMID32967812,reaction_2,b-Mercaptoethanol,Not specified,,,,,Relative activity <60% at 10 mM concentration.,
PMID32967812,reaction_3,Cu2+,Not specified,,,,,Relative activity of 2.5% at 0.25 mM concentration.,
PMID32967812,reaction_3,Ag+,Not specified,,,,,Activity not detected at 1.0 mM concentration.,
PMID32967812,reaction_3,Furfural,Substrate inhibition,,,,,Relative activity remained less than 55% after treatment with 10 mM furfural for 2 hours.,
PMID32972135,reaction_1,rhein,,,,,,,
PMID32972135,reaction_1,diacerein,Competitive with respect to m6A-containing substrate,,,,,,
PMID32972135,reaction_1,plumbagin,,,,,,,
PMID32972135,reaction_2,diacerein,,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_2,emodin,,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_2,alizarin red,,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_2,plumbagin,,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_2,"5-hydroxy-1,4-naphthoquinone",,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_2,rhein,,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_2,5-hydroxyisophthalic acid,,,,No inhibition observed at 100 µM.,,,
PMID32972135,reaction_3,rhein,,,,No inhibition observed.,,,
PMID32972135,reaction_3,diacerein,,,,No inhibition observed.,,,
PMID32972135,reaction_3,plumbagin,,,,,,,
PMID32972135,reaction_4,emodin,,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_4,alizarin red,,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_4,plumbagin,,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_4,"5-hydroxy-1,4-naphthoquinone",,,,Inhibition observed at 100 µM.,,,
PMID32972135,reaction_4,diacerein,,,,No significant inhibition observed at 100 µM.,,,
PMID32972135,reaction_4,5-hydroxyisophthalic acid,,,,No inhibition observed at 100 µM.,,,
PMID32972135,reaction_4,rhein,,,,No significant inhibition observed at 100 µM.,,,
PMID32972135,reaction_5,rhein,,,,Inhibited endogenous demethylase activity in a concentration-dependent manner.,,,
PMID32972135,reaction_5,diacerein,,,,Inhibited endogenous demethylase activity in a concentration-dependent manner.,,,
PMID32980741,reaction_1,3,tRNA-amino acid dual-site inhibitor,,,,,,
PMID32980741,reaction_1,8g,"Competitive with L-threonine, tRNAThr, and ATP",,,,,,
PMID32980741,reaction_1,9a,,,,,,,
PMID32980741,reaction_1,9b,,,,,,,
PMID32980741,reaction_1,9c,,,,,,,
PMID32980741,reaction_1,9d,,,,,,,
PMID32980741,reaction_1,9e,,,,,,,
PMID32980741,reaction_1,VIII (11d),ATP-amino acid dual-site inhibitor,,,,,,
PMID32989128,reaction_6,UDP-GalNAc,Competitive,,,,,Labeling with UDP-GalNAzMe was competed out by increasing concentrations of UDP-GalNAc in vitro (Fig. 5B).,
PMID32998973,reaction_1,BRD7929,Not specified,,,,,,
PMID33011272,reaction_4,Staurosporine,"Inhibitor of PKC, which is upstream of NADK activation.",,,,,,
PMID33011272,reaction_4,Staurosporine,"Inhibitor of PKC, which is upstream of NADK activation.",,,,,,
PMID33011272,reaction_4,Gö 6983,"Inhibitor of PKC, which is upstream of NADK activation.",,,,,,
PMID33011272,reaction_4,Gö 6983,"Inhibitor of PKC, which is upstream of NADK activation.",,,,,,
PMID33031917,reaction_1,N-Ethylmaleimide,No inhibition observed,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,1,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,Paroxetine,,,,,,,Positive control
PMID33038544,reaction_1_GRK2_inhibition,Takeda 103A,,,,,,,Positive control
PMID33038544,reaction_1_GRK2_inhibition,2a,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,2b,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,2c,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,2d,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,2e,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,2f,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8a,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8b,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8c,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8d,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8e,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8f,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8g,,,,,,,Value from primary assay (Table 2). A value of 10 nM was reported from Eurofins assay (Table 3).
PMID33038544,reaction_1_GRK2_inhibition,8h,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8i,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8j,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8k,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8l,,,,,,,
PMID33038544,reaction_1_GRK2_inhibition,8m (racemic),,,,,,,
PMID33038544,reaction_2_GRK1_selectivity,8g,,,,,,,
PMID33038544,reaction_2_GRK1_selectivity,8h,,,,,,,
PMID33038544,reaction_3_GRK5_selectivity,8g,,,,,,,
PMID33038544,reaction_3_GRK5_selectivity,8h,,,,,,,
PMID33038544,reaction_4_GRK6_selectivity,8g,,,,,,,
PMID33038544,reaction_4_GRK6_selectivity,8h,,,,,,,
PMID33038544,reaction_5_GRK7_selectivity,8g,,,,,,,
PMID33038544,reaction_5_GRK7_selectivity,8h,,,,,,,
PMID33038544,reaction_6_PKA_selectivity,8g,,,,,,,
PMID33038544,reaction_6_PKA_selectivity,8h,,,,,,,
PMID33038544,reaction_7_PKBalpha_selectivity,8g,,,,,,,
PMID33038544,reaction_7_PKBalpha_selectivity,8h,,,,,,,
PMID33038544,reaction_8_PKCalpha_selectivity,8g,,,,,,,
PMID33038544,reaction_8_PKCalpha_selectivity,8h,,,,,,,
PMID33038544,reaction_9_PKCbeta1_selectivity,8g,,,,,,,
PMID33038544,reaction_9_PKCbeta1_selectivity,8h,,,,,,,
PMID33038544,reaction_10_CaMKIIbeta_selectivity,8g,,,,,,,
PMID33038544,reaction_10_CaMKIIbeta_selectivity,8h,,,,,,,
PMID33038544,reaction_11_ROCK1_selectivity,8g,,,,,,,
PMID33038544,reaction_11_ROCK1_selectivity,8h,,,,,,,
PMID33038544,reaction_12_AuroraA_selectivity,8g,,,,,,,
PMID33038544,reaction_12_AuroraA_selectivity,8h,,,,,,,
PMID33038544,reaction_13_Rsk1_selectivity,8g,,,,,,,
PMID33038544,reaction_13_Rsk1_selectivity,8h,,,,,,,
PMID33051013,reaction_1,H2O2,,,,,,,Complete inhibition at 0.05 mM. 42.0% inhibition at 0.01 mM after 1h incubation.
PMID33051013,reaction_1,L-cysteine,,,,,,,Complete inhibition at 0.1 mM. 33.9% inhibition at 0.02 mM after 1h incubation.
PMID33051013,reaction_1,Sodium ascorbate,,,,,,,Complete inhibition at 0.5 mM. 39.5% inhibition at 0.05 mM after 1h incubation.
PMID33051013,reaction_1,Sodium metabisulphite,,,,,,,Complete inhibition at 1.0 mM. 93.5% inhibition at 0.5 mM after 1h incubation.
PMID33051013,reaction_1,p-arbutin,,,,,,,"24.2% inhibition at 1 mM, max inhibition of 66.4% at 50 mM after 1h incubation."
PMID33051013,reaction_1,Sodium azide,,,,,,,"26.6% inhibition at 5 mM, max inhibition of 68.4% at 50 mM after 1h incubation. No significant inhibition up to 2 mM."
PMID33051013,reaction_1,EDTA,,,,,,,No inhibition up to 50 mM.
PMID33051013,reaction_1,SDS,,,,,,,No inhibition up to 50 mM.
PMID33051013,reaction_1,NaCl,,,,,,,No inhibition up to 50 mM.
PMID33051013,reaction_1,Cu2+,,,,,,,Enhanced activity.
PMID33051013,reaction_1,Zn2+,,,,,,,No significant effect on activity.
PMID33051013,reaction_1,Ca2+,,,,,,,No significant effect on activity.
PMID33051013,reaction_1,Mg2+,,,,,,,No significant effect on activity.
PMID33051013,reaction_1,Co2+,,,,,,,Inhibitory effect.
PMID33051013,reaction_1,Fe2+,,,,,,,Inhibitory effect.
PMID33051013,reaction_1,Mn2+,,,,,,,Inhibitory effect.
PMID33051013,reaction_1,Propanol,,,,,,,"Inhibitory effect, significant decrease in activity at 10% v/v."
PMID33051013,reaction_1,Methanol,,,,,,,"Inhibitory effect, significant decrease in activity at 10% v/v."
PMID33051013,reaction_1,Ethanol,,,,,,,"Inhibitory effect, significant decrease in activity at 10% v/v."
PMID33051013,reaction_1,DMSO,,,,,,,"Inhibitory effect, significant decrease in activity at 10% v/v."
PMID33051013,reaction_1,Acetonitrile,,,,,,,"Greatest inhibition among solvents tested, significant decrease in activity at 10% v/v."
