literature_id,reaction_id,factor_name
PMID33045667,reaction_1,Glutaraldehyde
PMID33045667,reaction_2,Pd-nanoparticles
PMID33045667,reaction_2,Nafion
PMID33045667,reaction_2,Bovine serum albumin
PMID33045667,reaction_2,Glutaraldehyde
PMID33045667,reaction_3,Nafion
PMID33048983,reaction_1,ATP
PMID33048983,reaction_1,PscO
PMID33048983,reaction_1,SctN ATPase
PMID33048983,reaction_2,ATP
PMID33048983,reaction_2,PscO
PMID33048983,reaction_2,SctN ATPase
PMID33048983,reaction_3,ATP
PMID33048983,reaction_3,PscO
PMID33048983,reaction_3,SctN ATPase
PMID33048983,reaction_4,ATP
PMID33048983,reaction_4,PscO
PMID33048983,reaction_4,SctN ATPase
PMID33049293,reaction_1,BSA (carrier protein)
PMID33051013,reaction_1,Heme
PMID33051013,reaction_2,Heme
PMID33051013,reaction_3,Heme
PMID33051013,reaction_4,Heme
PMID33051013,reaction_5,Heme
PMID33051013,reaction_6,Heme
PMID33051013,reaction_7,Heme
PMID33051013,reaction_8,Heme
PMID33051013,reaction_9,Heme
PMID33051013,reaction_10,Heme
PMID33051013,reaction_11,Heme
PMID33051013,reaction_12,Heme
PMID33051013,reaction_13,Heme
PMID33051013,reaction_14,Heme
PMID33051013,reaction_15,Heme
PMID33051013,reaction_16,Heme
PMID33051013,reaction_17,Heme
PMID33051013,reaction_18,Heme
PMID33051020,reaction_1,PQQ
PMID33051020,reaction_1,Ubiquinone
PMID33051020,reaction_1,cytochrome bd
PMID33051020,reaction_1,cytochrome bo3
PMID33057913,reaction_1,Galactarolactone isomerase (gli) from Agrobacterium fabrum
PMID33057913,reaction_1,Galactarate dehydratase (garD) from Escherichia coli
PMID33057913,reaction_1,5-keto-4-deoxy-D-glucarate aldolase (garL) from Escherichia coli
PMID33057913,reaction_1,2-hydroxy-3-oxopropionate reductase (garR) from Escherichia coli
PMID33058282,reaction_1,NADH
PMID33063604,reaction_5,FeCl3
PMID33065002,reaction_1,Dolichol-pp-glycan
PMID33065002,reaction_1,monosialoganglioside GM1
PMID33065002,reaction_1,phosphatidylcholine
PMID33065002,reaction_1,phosphatidylethanolamine
PMID33065002,reaction_1,phosphatidylserine
PMID33065002,reaction_1,cholesterol
PMID33068553,reaction_1,ascorbic acid
PMID33068553,reaction_1,SuPERNase In
PMID33074120,reaction_1,flavin mononucleotide (FMN)
PMID33074120,reaction_1,"2,6-dichloroindophenol (DCIP)"
PMID33080111,reaction_1,FAD
PMID33080111,reaction_2,FAD
PMID33080111,reaction_3,FAD
PMID33080111,reaction_4,FAD
PMID33080111,reaction_5,FAD
PMID33080111,reaction_6,FAD
PMID33080111,reaction_7,FAD
PMID33080859,reaction_1,FAD
PMID33081987,reaction_3,NADPH
PMID33081987,reaction_4,NADPH
PMID33081987,reaction_5,NADPH
PMID33081987,reaction_6,NADPH
PMID33081987,reaction_7,NADPH
PMID33081987,reaction_8,NADPH
PMID33081987,reaction_9,NADPH
PMID33102450,reaction_1,Molybdate (implied)
PMID33102450,reaction_1,CaCO3
PMID33102450,reaction_2,Molybdate (implied)
PMID33102450,reaction_2,CaCO3
PMID33103429,reaction_8,PQQ
PMID33106986,reaction_1,SOI-1CP
PMID33106986,reaction_2,SOI-1CP
PMID33106986,reaction_3,SOI-1CP
PMID33106986,reaction_4,SOI-1CP
PMID33106986,reaction_7,SOI-1CP
PMID33106986,reaction_8,SOI-1CP
PMID33106986,reaction_9,SOI-1CP
PMID33106986,reaction_10,SOI-1CP
PMID33106986,reaction_13,SOI-1CP
PMID33106986,reaction_14,SOI-1CP
PMID33106986,reaction_15,SOI-1CP
PMID33106986,reaction_16,SOI-1CP
PMID33106986,reaction_19,SOI-1CP
PMID33109721,reaction_1,adaptor protein-3 (AP-3)
PMID33110062,reaction_1,NADPH
PMID33110062,reaction_2,NADPH
PMID33113038,reaction_1,Heme b
PMID33122026,reaction_6,PhaA (thiolase from C. necator)
PMID33122026,reaction_6,PhaC (PHB synthase from C. necator)
PMID33122065,reaction_1,Mg2+
PMID33122065,reaction_1,Ca2+
PMID33122065,reaction_1,Fe2+
PMID33122065,reaction_1,Mn2+
PMID33122065,reaction_1,Zn2+
PMID33123518,reaction_6,maFACRSYK
PMID33124786,reaction_4,nsp7
PMID33124786,reaction_4,nsp8
PMID33124786,reaction_5,nsp7
PMID33124786,reaction_5,nsp8
PMID33124786,reaction_6,nsp7
PMID33124786,reaction_6,nsp8
PMID33124786,reaction_7,nsp7
PMID33124786,reaction_7,nsp8
PMID33128494,reaction_1,FeSO4
PMID33128494,reaction_1,sodium ascorbate
PMID33128494,reaction_1,"homogentisate 1,2-dioxygenase (HGD)"
PMID33129593,reaction_1,Ubc12
PMID33129593,reaction_1,Rbx1
PMID33129593,reaction_1,Mg2+
PMID33131003,reaction_1,reduced methyl viologen
PMID33131003,reaction_1,Molybdenum cofactor (Moco)
PMID33131003,reaction_1,[4Fe-4S] cluster
PMID33131003,reaction_2,reduced methyl viologen
PMID33131003,reaction_2,Molybdenum cofactor (Moco)
PMID33131003,reaction_2,[4Fe-4S] cluster
PMID33131003,reaction_3,reduced methyl viologen
PMID33131003,reaction_3,Molybdenum cofactor (Moco)
PMID33131003,reaction_3,[4Fe-4S] cluster
PMID33131742,reaction_1,MnSO4
PMID33131742,reaction_1,glucose oxidase
PMID33136147,reaction_1,Molybdenum cofactor (Moco)
PMID33136147,reaction_1,Iron-sulfur (Fe-S) clusters
PMID33136147,reaction_2,Molybdenum cofactor (Moco)
PMID33136147,reaction_2,Iron-sulfur (Fe-S) clusters
PMID33136147,reaction_3,Molybdenum cofactor (Moco)
PMID33136147,reaction_3,Selenocysteine
PMID33136147,reaction_4,Molybdenum cofactor (Moco)
PMID33136147,reaction_4,Iron-sulfur (Fe-S) clusters
PMID33136147,reaction_4,Ni-Fe clusters
PMID33136147,reaction_5,Molybdenum cofactor (Moco)
PMID33139950,reaction_1,Fre (flavin reductase)
PMID33139950,reaction_2,Fre (flavin reductase)
PMID33139950,reaction_7,Fre (flavin reductase)
PMID33139950,reaction_8,Fre (flavin reductase)
PMID33139950,reaction_9,Fre (flavin reductase)
PMID33139950,reaction_10,Fre (flavin reductase)
PMID33139950,reaction_11,Fre (flavin reductase)
PMID33140461,reaction_1,Ca2+ (activator)
PMID33140461,reaction_1,Ba2+ (activator)
PMID33140461,reaction_2,Mg2+ (activator)
PMID33140461,reaction_2,Ca2+ (activator)
PMID33140461,reaction_2,Ba2+ (activator)
PMID33140461,reaction_2,Mn2+ (activator)
PMID33142415,reaction_1_nfk_assay,ascorbate
PMID33142415,reaction_1_nfk_assay,methylene blue
PMID33142415,reaction_1_nfk_assay,bovine liver catalase
PMID33142415,reaction_2_kyn_adduct_assay,ascorbate
PMID33142415,reaction_2_kyn_adduct_assay,methylene blue
PMID33142415,reaction_2_kyn_adduct_assay,bovine liver catalase
PMID33142415,reaction_3_nfk_assay,ascorbate
PMID33142415,reaction_3_nfk_assay,methylene blue
PMID33142415,reaction_3_nfk_assay,bovine liver catalase
PMID33142415,reaction_4_kyn_adduct_assay,ascorbate
PMID33142415,reaction_4_kyn_adduct_assay,methylene blue
PMID33142415,reaction_4_kyn_adduct_assay,bovine liver catalase
PMID33142418,reaction_3,NADPH regenerating system
PMID33142418,reaction_4,NADPH regenerating system
PMID33142418,reaction_5,NADPH regenerating system
PMID33142418,reaction_6,NADPH regenerating system
PMID33144004,reaction_1,FMN
PMID33144004,reaction_2,FMN
PMID33146219,reaction_1,MgSO4
PMID33146219,reaction_2,MgSO4
PMID33146857,reaction_3,syringaldehyde
PMID33146857,reaction_3,vanillin
PMID33146857,reaction_3,ABTS
PMID33146857,reaction_3,guaiacol
PMID33155804,reaction_1,1 mM ethylenediaminetetraacetic acid (EDTA)
PMID33155804,reaction_1,5 μM FAD
PMID33164676,reaction_1,MgCl2
PMID33164676,reaction_2,MgCl2
PMID33164676,reaction_3,MgCl2
PMID33164676,reaction_4,MgCl2
PMID33166455,reaction_1,PQQ
PMID33166455,reaction_2,PQQ
PMID33166455,reaction_3,PQQ
PMID33166455,reaction_4,PQQ
PMID33166455,reaction_5,PQQ
PMID33166455,reaction_6,PQQ
PMID33168750,reaction_1,Mg2+
PMID33168750,reaction_1,LDAO (activator)
PMID33168750,reaction_1,ATP regeneration system
PMID33168750,reaction_2,Mg2+
PMID33168750,reaction_2,LDAO (activator)
PMID33171978,reaction_1,PAPS (endogenously produced)
PMID33171978,reaction_2,PAPS (endogenously produced)
PMID33171978,reaction_3,PAPS (endogenously produced)
PMID33171978,reaction_4,PAPS (endogenously produced)
PMID33171978,reaction_5,PAPS (endogenously produced)
PMID33171978,reaction_6,PAPS (endogenously produced)
PMID33171978,reaction_7,PAPS (endogenously produced)
PMID33171978,reaction_8,PAPS (endogenously produced)
PMID33171978,reaction_9,PAPS (endogenously produced)
PMID33171978,reaction_10,PAPS (endogenously produced)
PMID33171978,reaction_11,PAPS (endogenously produced)
PMID33171978,reaction_12,PAPS (endogenously produced)
PMID33171978,reaction_13,"PAPS (100 µM, externally added)"
PMID33171978,reaction_14,"PAPS (100 µM, externally added)"
PMID33171978,reaction_15,"PAPS (100 µM, externally added)"
PMID33171978,reaction_16,"PAPS (100 µM, externally added)"
PMID33171978,reaction_17,"PAPS (100 µM, externally added)"
PMID33179162,reaction_1,Flavin
PMID33186840,reaction_1,Acetyl-CoA carboxylase (AccABCD)
PMID33186840,reaction_1,Biotin ligase (BirA)
PMID33186840,reaction_1,Transhydrogenase (PntAB)
PMID33188177,reaction_1,Ascorbic acid
PMID33188177,reaction_4,Ascorbic acid
PMID33188177,reaction_4,Glucose oxidase
PMID33188177,reaction_4,Glucose
PMID33188177,reaction_5,Ascorbic acid
PMID33188177,reaction_5,Glucose oxidase
PMID33188177,reaction_5,Glucose
PMID33188177,reaction_6,Ascorbic acid
PMID33188177,reaction_6,Glucose oxidase
PMID33188177,reaction_6,Glucose
PMID33189850,reaction_1,bovine adrenodoxin (Adx)
PMID33189850,reaction_1,bovine NADPH-Adx reductase (AdR)
PMID33189850,reaction_1,"L-α-1,2-dilauroyl-sn-glycero-3-phosphocholine"
PMID33189850,reaction_2,bovine adrenodoxin (Adx)
PMID33189850,reaction_2,bovine NADPH-Adx reductase (AdR)
PMID33189850,reaction_2,"L-α-1,2-dilauroyl-sn-glycero-3-phosphocholine"
PMID33189850,reaction_3,bovine adrenodoxin (Adx)
PMID33189850,reaction_3,bovine NADPH-Adx reductase (AdR)
PMID33189850,reaction_3,"L-α-1,2-dilauroyl-sn-glycero-3-phosphocholine"
PMID33189850,reaction_4,bovine adrenodoxin (Adx)
PMID33189850,reaction_4,bovine NADPH-Adx reductase (AdR)
PMID33189850,reaction_4,"L-α-1,2-dilauroyl-sn-glycero-3-phosphocholine"
PMID33189850,reaction_5,bovine adrenodoxin (Adx)
PMID33189850,reaction_5,bovine NADPH-Adx reductase (AdR)
PMID33189850,reaction_5,"L-α-1,2-dilauroyl-sn-glycero-3-phosphocholine"
PMID33197770,reaction_2,p47phox
PMID33199626,reaction_1,RbpA
PMID33199626,reaction_2,RbpA
PMID33199626,reaction_3,RbpA
PMID33199626,reaction_4,RbpA
PMID33199626,reaction_5,RbpA
PMID33199626,reaction_5,CarD
PMID33199626,reaction_6,RbpA
PMID33199626,reaction_6,CarD
PMID33203750,reaction_1,Thiamine pyrophosphate (TPP)
PMID33203750,reaction_1,MgCl2
PMID33203750,reaction_2,Thiamine pyrophosphate (TPP)
PMID33203750,reaction_2,MgCl2
PMID33203750,reaction_3,MgCl2
PMID33215716,reaction_1,NADPH
PMID33215716,reaction_2,NADPH
PMID33215716,reaction_3,NADPH
PMID33215716,reaction_4,NADPH
PMID33215716,reaction_5,NADPH
PMID33215716,reaction_6,NADPH
PMID33215746,reaction_1,Mg2+
PMID33233217,reaction_1,Zn2+
PMID33233217,reaction_2,Zn2+
PMID33233217,reaction_3,Zn2+
PMID33240775,reaction_1,FAD
PMID33241249,reaction_1,MgSO4
PMID33241249,reaction_2,MgSO4
PMID33242654,reaction_1,LinTrxR
PMID33242654,reaction_1,NADPH
PMID33242654,reaction_2,LinTrx
PMID33242654,reaction_2,LinTrxR
PMID33242654,reaction_2,NADPH
PMID33242654,reaction_3,LinTrxR
PMID33242654,reaction_3,NADPH
PMID33242654,reaction_4,LinTrx
PMID33242654,reaction_4,LinTrxR
PMID33242654,reaction_4,NADPH
PMID33242654,reaction_5,Homo sapiens glutaredoxin 1 (HsaGrx)
PMID33242654,reaction_5,Saccharomyces cerevisiae glutathione reductase
PMID33242654,reaction_5,GSH
PMID33242654,reaction_5,NADPH
PMID33242654,reaction_5,LinTrx
PMID33242654,reaction_5,LinTrxR
PMID33242654,reaction_6,Homo sapiens glutaredoxin 1 (HsaGrx)
PMID33242654,reaction_6,Saccharomyces cerevisiae glutathione reductase
PMID33242654,reaction_6,GSH
PMID33242654,reaction_6,NADPH
PMID33242654,reaction_7,LinTrxR
PMID33242654,reaction_7,NADPH
PMID33242654,reaction_8,LinTrxR
PMID33242654,reaction_8,NADPH
PMID33242654,reaction_9,Homo sapiens glutaredoxin 1 (HsaGrx)
PMID33242654,reaction_9,Saccharomyces cerevisiae glutathione reductase
PMID33242654,reaction_9,GSH
PMID33242654,reaction_9,NADPH
PMID33249835,reaction_1,Fe2+
PMID33249835,reaction_1,Vc (ascorbic acid)
PMID33257538,reaction_1_translocation,SecYEG
PMID33257538,reaction_2_atpase,SecYEG in PLs
PMID33257538,reaction_2_atpase,pSpy
PMID33259843,reaction_1,E. coli thioredoxin
PMID33259843,reaction_1,E. coli thioredoxin reductase
PMID33259843,reaction_1,NADPH
PMID33259843,reaction_2,E. coli thioredoxin
PMID33259843,reaction_2,E. coli thioredoxin reductase
PMID33259843,reaction_2,NADPH
PMID33264024,reaction_2,FAD
PMID33264024,reaction_3,FMN
PMID33264024,reaction_14,FAD
PMID33267982,reaction_1,Copper
PMID33267982,reaction_2,Copper
PMID33267982,reaction_3,Copper
PMID33267982,reaction_4,Copper
PMID33267982,reaction_5,Copper
PMID33267982,reaction_6,Copper
PMID33267982,reaction_7,Copper
PMID33267982,reaction_8,Copper
PMID33267982,reaction_9,Copper
PMID33267982,reaction_10,Copper
PMID33267982,reaction_11,Copper
PMID33267982,reaction_12,Copper
PMID33267982,reaction_13,Copper
PMID33267982,reaction_14,Copper
PMID33267982,reaction_15,Copper
PMID33267982,reaction_16,Copper
PMID33267982,reaction_17,Copper
PMID33267982,reaction_18,Copper
PMID33267982,reaction_19,Copper
PMID33267982,reaction_20,Copper
PMID33267982,reaction_21,Copper
PMID33269912,reaction_1,Bacterioferritin-associated ferredoxin (Bfd)
PMID33269912,reaction_1,Heme (in BfrB)
PMID33269912,reaction_1,[2Fe-2S] cluster (in Bfd)
PMID33275878,reaction_1,flavin adenine dinucleotide (FAD)
PMID33275878,reaction_2,flavin adenine dinucleotide (FAD)
PMID33275878,reaction_2,m-nitrobenzoylalanine (m-NBA)
PMID33275878,reaction_2,"3,4-dichlorobenzoylalanine"
PMID33275878,reaction_2,UPF-648
PMID33283454,reaction_2_in_vitro_PS_synthesis,Firmicutes bacterium Tam41 (to synthesize NBD-CDP-DAG substrate in situ from NBD-PA and CTP)
PMID33289180,reaction_1,Heme
PMID33289384,reaction_1,Lycopene cyclase (CrtY)
PMID33289384,reaction_1,GroES-GroEL chaperones
PMID33292445,reaction_1,Copper
PMID33292445,reaction_2,Copper
PMID33292445,reaction_4,CaCl2 (1 mM)
PMID33295983,reaction_1,Phenazine methosulfate (PMS)
PMID33295983,reaction_1,"3-(4,5-dimethylthiazolyl-2)-2,5-diphenyltetrazoliumbromide (MTT)"
PMID33295983,reaction_2,Phenazine methosulfate (PMS)
PMID33295983,reaction_2,"3-(4,5-dimethylthiazolyl-2)-2,5-diphenyltetrazoliumbromide (MTT)"
PMID33295983,reaction_3,Phenazine methosulfate (PMS)
PMID33295983,reaction_3,"3-(4,5-dimethylthiazolyl-2)-2,5-diphenyltetrazoliumbromide (MTT)"
PMID33295983,reaction_4,Phenazine methosulfate (PMS)
PMID33295983,reaction_4,"3-(4,5-dimethylthiazolyl-2)-2,5-diphenyltetrazoliumbromide (MTT)"
PMID33295983,reaction_5,Phenazine methosulfate (PMS)
PMID33295983,reaction_5,"3-(4,5-dimethylthiazolyl-2)-2,5-diphenyltetrazoliumbromide (MTT)"
PMID33303189,reaction_2,Polygonum tinctorium indoxyl b-D-glucoside synthase (PtIGS)
PMID33342435,reaction_1,FMN
PMID33342435,reaction_1,Iron-sulfur centers
PMID33342435,reaction_1,Ferredoxin (from C. pasteurianum)
PMID33342435,reaction_1,Carbon monoxide dehydrogenase/acetyl-CoA synthase (CODH/ACS from A. woodii)
PMID33342435,reaction_1,CO
PMID33349631,reaction_1,Mn2+
PMID33349631,reaction_2,Mn2+
PMID33349631,reaction_2,Citrate (activator)
PMID33349631,reaction_2,ADP (activator)
PMID33349631,reaction_3,Mn2+
PMID33349631,reaction_3,Citrate (activator)
PMID33349631,reaction_3,ADP (activator)
PMID33359308,reaction_1_BV_mediator,Chitosan
PMID33359308,reaction_2_AQS_mediator,Chitosan
PMID33375972,reaction_1,Cu(II)SO4
PMID33375972,reaction_2,Cu(II)SO4
PMID33375972,reaction_3,Cu(II)SO4
PMID33375972,reaction_4,Cu(II)SO4
PMID33375972,reaction_5,Cu(II)SO4
PMID33375972,reaction_6,Cu(II)SO4
PMID33375979,reaction_6,PhaA from Ralstonia eutropha H16
PMID33375979,reaction_6,PhaB from Ralstonia eutropha H16
PMID33375979,reaction_7,PhaA from Ralstonia eutropha H16
PMID33375979,reaction_7,PhaB from Ralstonia eutropha H16
PMID33375979,reaction_8,PhaA from Ralstonia eutropha H16
PMID33375979,reaction_8,PhaB from Ralstonia eutropha H16
PMID33375979,reaction_9,PhaA from Ralstonia eutropha H16
PMID33375979,reaction_9,PhaB from Ralstonia eutropha H16
PMID33375979,reaction_10,PhaA from Ralstonia eutropha H16
PMID33375979,reaction_10,PhaB from Ralstonia eutropha H16
PMID33375979,reaction_11,PhaA from Ralstonia eutropha H16
PMID33375979,reaction_11,PhaB from Ralstonia eutropha H16
PMID33377777,reaction_1,nosDFY (for CuZ maturation)
PMID33395570,reaction_1,FMN
PMID33395570,reaction_2,FAD
PMID33414463,reaction_1,smad2/3
PMID33428421,reaction_1,Copper
PMID33428421,reaction_3,PoLPMO9A
PMID33436639,reaction_1,E. coli inorganic pyrophosphatase
PMID33455969,reaction_1,Molybdenum-pterin cofactor
PMID33455969,reaction_1,Iron-sulfur clusters
PMID33455969,reaction_2,Desulfovibrio vulgaris [NiFe]-hydrogenase
PMID33455969,reaction_2,Benzyl viologen
PMID33460502,reaction_1,Haem B
PMID33460502,reaction_2,Haem B
PMID33460586,reaction_5,APS reductase (AprAB)
PMID33460586,reaction_6,Lipoate-binding protein (LbpA)
PMID33460586,reaction_6,Dihydrolipoamide dehydrogenase (DLDH)
PMID33460816,reaction_1,SmNox (water-forming NADH oxidase from Streptococcus mutans)
PMID33460816,reaction_1,FAD
PMID33460816,reaction_1,NAD+
PMID33460820,reaction_1,PntAB (membrane bound transhydrogenase)
PMID33460820,reaction_1,"Pfo (pyruvate-ferredoxin/flavodoxin oxidoreductase, YdbK)"
PMID33460820,reaction_1,Fpr (flavodoxin reductase)
PMID33460820,reaction_2,"D-xylose reductase (XyrA, for coupled assay)"
PMID33469028,reaction_1,NADPH
PMID33469028,reaction_2,NADPH
PMID33469028,reaction_3,NADPH
PMID33469028,reaction_4,NADPH
PMID33475797,reaction_1,NADPH
PMID33476696,reaction_1,diiron cofactors
PMID33479489,reaction_2,Vitamin B12 (cyanocobalamin)
PMID33479489,reaction_3,Vitamin B12 (cyanocobalamin)
PMID33479489,reaction_4,norpseudo-B12 ([Ade]NCba)
PMID33479489,reaction_4,"5,6-dimethylbenzimidazole (DMB)"
PMID33479489,reaction_5,norpseudo-B12 ([Ade]NCba)
PMID33479489,reaction_6,norpseudo-B12 ([Ade]NCba)
PMID33479489,reaction_7,5-methoxybenzimidazolyl-cobamide ([5-OMeBza]Cba)
PMID33485846,reaction_1,MgSO4
PMID33485846,reaction_1,cyclodextrin
PMID33486371,reaction_1,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_1,Glucose
PMID33486371,reaction_2,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_2,Glucose
PMID33486371,reaction_3,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_3,Glucose
PMID33486371,reaction_4,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_4,Glucose
PMID33486371,reaction_5,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_5,Glucose
PMID33486371,reaction_6,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_6,Glucose
PMID33486371,reaction_7,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_7,Glucose
PMID33486371,reaction_8,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_8,Glucose
PMID33486371,reaction_9,Glucose-glucose dehydrogenase (GDH) from Bacillus megaterium
PMID33486371,reaction_9,Glucose
PMID33498665,reaction_1,MgCl2
PMID33498665,reaction_2,MgCl2
PMID33498665,reaction_3,MgCl2
PMID33498665,reaction_5,Thiamine pyrophosphate
PMID33498665,reaction_5,MgCl2
PMID33512000,reaction_4,Maleylpyruvate isomerase (HbzF from Pseudomonas alcaligenes NCIMB 9867)
PMID33512000,reaction_5,Maleylpyruvate synthase (MPS from Rhodococcus sp. NCIMB12038)
PMID33512000,reaction_5,Maleylpyruvate isomerase (HbzF from Pseudomonas alcaligenes NCIMB 9867)
PMID33512000,reaction_6,Isochorismate synthase (EntC from E. coli)
PMID33512000,reaction_6,Isochorismate-pyruvate lyase (PchB from Pseudomonas fluorescens)
PMID33512000,reaction_6,Maleylpyruvate synthase (MPS from Rhodococcus sp. NCIMB12038)
PMID33512000,reaction_6,Maleylpyruvate isomerase (HbzF from Pseudomonas alcaligenes NCIMB 9867)
PMID33512000,reaction_6,DAHP synthase (aroGfbr from E. coli)
PMID33512000,reaction_6,PEP synthase (ppsA from E. coli)
PMID33512000,reaction_6,Transketolase (tktA from E. coli)
PMID33512000,reaction_6,Shikimate kinase (aroL from E. coli)
PMID33522611,reaction_1,Copper
PMID33522611,reaction_2,Copper
PMID33522811,reaction_1,Fe(II)
PMID33522811,reaction_2,Fe(II)
PMID33522811,reaction_2,L-arginine (activator)
PMID33529432,reaction_1,CN-OA-m photocatalyst
PMID33529432,reaction_2,CN-OA-m photocatalyst
PMID33529432,reaction_3,CN-OA-m photocatalyst
PMID33529432,reaction_4,CN-OA-m photocatalyst
PMID33529432,reaction_5,CN-OA-m photocatalyst
PMID33529432,reaction_6,CN-OA-m photocatalyst
PMID33529432,reaction_7,CN-OA-m photocatalyst
PMID33529432,reaction_8,CN-OA-m photocatalyst
PMID33529432,reaction_9,CN-OA-m photocatalyst
PMID33529432,reaction_10,CN-OA-m photocatalyst
PMID33529432,reaction_11,CN-OA-m photocatalyst
PMID33529432,reaction_11,NAD+
PMID33529432,reaction_12,CN-OA-m photocatalyst
PMID33529432,reaction_12,NAD+
PMID33529432,reaction_13,CN-OA-m photocatalyst
PMID33529432,reaction_13,NAD+
PMID33530536,reaction_1,Tetrahydrobiopterin
PMID33530536,reaction_2,Tetrahydrobiopterin
PMID33530536,reaction_3,Tetrahydrobiopterin
PMID33531363,reaction_1,Thioredoxin-f1 (Trx-f1)
PMID33531496,reaction_1,structural zinc ion
PMID33533375,reaction_1,Catalase
PMID33533375,reaction_1,Mn(OAc)3
PMID33533375,reaction_2,Catalase
PMID33533375,reaction_2,Mn(OAc)3
PMID33533375,reaction_3,Catalase
PMID33533375,reaction_3,Mn(OAc)3
PMID33533375,reaction_4,Catalase
PMID33533375,reaction_4,Mn(OAc)3
PMID33533375,reaction_5,Catalase
PMID33533375,reaction_5,Mn(OAc)3
PMID33533375,reaction_6,Catalase
PMID33533375,reaction_6,Mn(OAc)3
PMID33533375,reaction_7,Catalase
PMID33533375,reaction_7,Mn(OAc)3
PMID33539931,reaction_1,IacF (ferredoxin)
PMID33548859,reaction_1,FAD
PMID33548859,reaction_1,FMN
PMID33548859,reaction_1,Heme
PMID33548859,reaction_1,tetrahydrobiopterin (BH4)
PMID33548859,reaction_1,Calmodulin
PMID33548859,reaction_2,FAD
PMID33548859,reaction_2,FMN
PMID33548859,reaction_2,Heme
PMID33564100,reaction_1,S-adenosyl-[methyl-14C]-L-methionine
PMID33564100,reaction_2,S-adenosyl-[methyl-14C]-L-methionine
PMID33564100,reaction_3,S-adenosyl-[methyl-14C]-L-methionine
PMID33564100,reaction_4,S-adenosyl-[methyl-14C]-L-methionine
PMID33564100,reaction_5,FeSO4
PMID33564100,reaction_5,ascorbic acid
PMID33564100,reaction_6,FeSO4
PMID33564100,reaction_6,ascorbic acid
PMID33564100,reaction_7,FeSO4
PMID33564100,reaction_7,ascorbic acid
PMID33591179,reaction_1,FAD
PMID33591179,reaction_2,FAD
PMID33592267,reaction_1,Mg2+
PMID33592267,reaction_1,Na+
PMID33592267,reaction_2,Mg2+
PMID33592267,reaction_2,Na+
PMID33592267,reaction_3,Mg2+
PMID33592267,reaction_3,Na+
PMID33593577,reaction_1,Cu2+
PMID33593577,reaction_1,Sg-chi (for synergy assay)
PMID33593577,reaction_2,Cu2+
PMID33593577,reaction_2,Sg-chi (for synergy assay)
PMID33593577,reaction_3,Cu2+
PMID33599267,reaction_1,NADPH
PMID33599267,reaction_1,Anabaena ferredoxin-NADP+ reductase (AnFNR)
PMID33599267,reaction_2,NADPH
PMID33599267,reaction_2,Anabaena ferredoxin-NADP+ reductase (AnFNR)
PMID33599267,reaction_2,GvTrx-m
PMID33609870,reaction_1,NAD(P)H
PMID33609870,reaction_2,NAD(P)H
PMID33623002,reaction_1,Copper
PMID33623002,reaction_1,Pyocyanin
PMID33623002,reaction_1,Azurin
PMID33624374,reaction_6,AzpF (carrier protein)
PMID33624374,reaction_7,AzpF (carrier protein)
PMID33624374,reaction_8,AzpF (carrier protein)
PMID33624917,reaction_4,d-glucose dehydrogenase (GDH)
PMID33624917,reaction_4,d-glucose
PMID33624917,reaction_5,d-glucose dehydrogenase (GDH)
PMID33624917,reaction_5,d-glucose
PMID33637718,reaction_1,Fe(II)
PMID33647795,reaction_1,Molybdenum cofactor
PMID33649331,reaction_1,FAD
PMID33649331,reaction_1,methyl viologen
PMID33649331,reaction_1,sodium dithionite
PMID33649331,reaction_2,FAD
PMID33649331,reaction_2,FMN
PMID33649331,reaction_2,methyl viologen
PMID33649331,reaction_2,sodium dithionite
PMID33649331,reaction_2,ApbE enzyme
PMID33656282,reaction_1,putidaredoxin (Pdx)
PMID33656282,reaction_1,putidaredoxin reductase (Pdr)
PMID33656282,reaction_1,glucose-6-phosphate dehydrogenase (G6P-DH)
PMID33656879,reaction_1,Cytochrome b5
PMID33656879,reaction_1,Mn-cytochrome b5
PMID33656879,reaction_1,Cytochrome P450 reductase
PMID33656879,reaction_1,Lipid nanodiscs
PMID33656879,reaction_2,Cytochrome b5
PMID33656879,reaction_2,Mn-cytochrome b5
PMID33656879,reaction_2,Cytochrome P450 reductase
PMID33656879,reaction_2,Lipid nanodiscs
PMID33662571,reaction_1,Selenocysteine (catalytic residue)
PMID33662571,reaction_1,NADPH (in coupled assay)
PMID33666816,reaction_1,"Pimeloyl-CoA synthetase (BioW, gene bioW, from Bacillus subtilis 168, GenBank ID 938017)"
